August	august
avoid	hoiduma
homosexual	homoseksuaalne
disturb	häirima
gold medal	kuldmedal
golden	kuldne
bronze medal	pronksmedal
tribe	hõim
common	ühine
plankton	hõljum
hem	hõlm
jumper	hüpik
salon	salong
suckle	imetama
suck	imema
Livonian	liivi keel
Livonia	Liivimaa
tool	tööriist
blade	lehelaba
device	riist
orthology	õigekeelsus
normative	õigekeelsussõnaraamat
freeze	jäätama
freeze	jäätuma
edge	äär
mark	märkima
palatalization	peenendus
palatalization	palatalisatsioon
palatalize	palataliseerima
refine	peenendama
causative	-ndama
stroke	kriips
compound word	liitsõna
union	liit
unify	ühendama
bind	siduma
feather	sulg
parenthesis	ümarsulg
round	ümar
square bracket	nurksulg
angle bracket	noolsulg
bow	vibu
semicolon	semikoolon
equal sign	võrdusmärk
equality	võrdus
equal	võrduma
pressure	rõhk
harm	kahju
reverberate	kajastama
squid	kalmaar
heather	kanarbik
vortex	keeris
turn	keerama
middle	kesk-
triangle	kolmnurk
triangular	kolmnurkne
insect	putukas
cuneiform	kiilkiri
accelerate	kiirendama
light	valguskiir
crown	kiird
speed	kiirus
limiter	piirik
scab	kärn
shield	kilp
gland	nääre
general	kindral
stuffed	kinnine
teachings	õpetus
court	kohus
nape	kukal
handle	käsitlema
behave	käituma
order	käsk
heat	kütma
former	endisaegne
former	endine
elbow	küünar
nail	küüs
disease	tõbi
fall	langema
produce	lavastama
offender	süüdlane
practice	harjutama
bosom	põu
argue	vaidlema
struggle	rabelema
turning	pööre
English	inglise
last	viimane
east	idas
knee	põlv
truth	tõsi
hard	kõva
good	hää
county	maakond
hot	lämmi
defend	kaitsma
hear	kuulma
defeat	võitma
flour	jahu
might	vägi
Earth	maamuna
highway	maantee
harmony	harmoonia
physiology	füsioloogia
Egyptology	egüptoloogia
citizenship	kodakondsus
sleeping bag	magamiskott
bedroom	magamistuba
poverty	vaesus
fish	kalasupp
anarchism	anarhism
same-sex marriage	samasooliste abielu
white wine	valge vein
wine bottle	veinipudel
wine glass	veiniklaas
wine bar	veinibaar
summer vacation	suvepuhkus
plastic bag	kilekott
single	juus
garbage bag	prügikott
bus driver	bussijuht
bread knife	leivanuga
drinking glass	joogiklaas
lawnmower	muruniiduk
discrimination	diskriminatsioon
dance floor	tantsupõrand
flower	lillevaas
sign language	viipekeel
telephone number	telefoninumber
humour	huumor
foster child	kasulaps
gas chamber	gaasikamber
hare	jänes
rice wine	riisivein
milk tooth	piimahammas
electric kettle	veekeetja
electric shock	elektrilöök
lung	kops
ironing board	triikimislaud
umbrella	vihmavari
plate	taldrik
computer game	arvutimäng
trolley bus	trollibuss
bank card	pangakaart
selfishly	isekalt
historically	ajalooliselt
dangerously	ohtlikult
physically	füüsiliselt
quickly	kiiresti
freely	vabalt
slowly	aeglaselt
of course	muidugi
fortunately	õnneks
happily	õnnelikult
proudly	uhkelt
badly	halvasti
day after tomorrow	ülehomme
all the time	kogu aeg
scientifically	teaduslikult
aggressively	agressiivselt
retina	võrkkest
net	võrk
husk	kest
quite	üsna
normally	normaalselt
voluntarily	vabatahtlikult
probably	tõenäoliselt
positively	positiivselt
mainly	peamiselt
exactly	täpselt
at least	vähemalt
personally	isiklikult
usually	tavaliselt
strongly	tugevalt
biologically	bioloogiliselt
again	jälle
negatively	negatiivselt
unexpectedly	ootamatult
naturally	loomulikult
sexually	seksuaalselt
rationally	ratsionaalselt
angrily	vihaselt
unhappily	õnnetult
easily	kergesti
palju	palju õnne sünnipäevaks
permission	luba
health	tervis
birch	kõiv
height	kõrgus
crane	kurg
thread	lõim
turn	pöör
basketball	korvpall
poet	luuletaja
peace	rahu
Papua New Guinea	Paapua Uus-Guinea
season	aastaaeg
Maldives	Maldiivid
oats	kaer
hammer	haamer
tiger	tiiger
washing machine	pesumasin
floor	põrand
terrace	terrass
-like	-jas
fly	kärbes
grandfather	vanaisa
peach	virsik
root	juur
lawyer	advokaat
earthquake	maavärin
comprehensive school	põhikool
okay	olgu
ei	polnud
ei	poleks
ei	polevat
find	leidma
catch	püüdma
leave	lahkuma
break	murdma
meet	kohtama
end	lõpetama
lose	kaotama
motorcycle	mootorratas
believe	arvama
ostrich	jaanalind
thief	kratt
you	teietama
thou	sinatama
army	kroonu
Moor	murjan
direction	suund
attack	ründama
sex	nikk
iced coffee	jääkohv
degenerated	hukas
low	madal
tent	telk
Oman	Omaan
Sudan	Sudaan
underpants	aluspüksid
cotton	puuvill
Donald	Piilupart Donald
bottle cap	pudelikork
waist	vöökoht
pestilence	taud
change	muutma
change	muutus
guide dog	juhtkoer
very	üli-
curse	kiruma
group	parv
special	eri-
veri	-v
ripe	küps
Arctic	Arktika
journalist	leheneeger
strive	pürgima
verbal noun	-mine
theft	vargus
chamber	kamber
old	rauk
message	sõnum
exam	eksam
baculum	peeniseluu
block	pakk
gill	lõpused
cress	kress
breakdown	avarii
viscount	vikont
carrion	raisk
dig	kaevama
Republic of South Africa	Lõuna-Aafrika Vabariik
mirror	peegel
lie	lebama
actual	tegelik
actually	tegelikult
actually	tegelt
elbow	küünarnukk
be born	sündima
molecule	molekul
suicide	vabasurm
fight	kaklema
break	katkema
instead of	selmet
coil	mähis
against	vastu
stiff	kange
hero	kangelane
slurry	virts
Estonians	maarahvas
Estonian	maakeel
Estonia	maavald
Estonian	kadakasakslane
decorate	ehtima
feed	toitma
thunder	äike
juniper	kadakas
rowan	pihl
sister	sõsar
toilet	peldik
representation	esindus
sweet	kompvek
fisherman	kalamees
arrival	tulek
schadenfreude	kahjurõõm
communism	kommunism
imam	imaam
cover	katma
around	ümber
rule	valitsema
die	koolma
immortal	surematu
mortal	surelik
nerd	tuupur
study	tuupima
pour	kallama
dim	hämar
during	kestel
last	kestma
during	jooksul
run	jooksma
during	vältel
near	ääres
due to	tõttu
rear	pära
thanks	tänu
thinks	meelest
together	seltsis
about	paiku
by	võrra
thinks	arvates
fall	pudenema
cheers	terviseks
cheers	proosit
through	läbi
past	endisaeg
vision	nägemus
paint	maalima
cane	kepp
straight flush	mastirida
royal flush	kuninglik mastirida
royal	kuninglik
quadruplet	nelik
triplet	kolmik
clamp	klamber
homosexual	omasooihar
such	seesugune
such	selline
such	niisugune
bush	võsa
kindred	suguvõsa
leader	juht
steer	juhtima
wire	juhe
share	jagu
divide	jagama
inner	sise-
funny	vaimukas
poetry	luuletama
edge	jää-äär
prove	tõestama
proof	tõestus
real	tõeline
correct	tõene
female	naissoost
female	naissugu
night work	öötöö
aurochs	tarvas
deer	kaber
private	era-
normal	tavaline
special	eriline
similar	taoline
girl	piiga
deep sea	süvameri
whistle	vilisema
whistle	vilistama
grind	jahvatama
good	hüva
thank you	aituma
afternoon	pärastlõuna
rare	haruldane
guard	valvama
pour	valama
wire	traat
owl	kakk
yard	hoov
verst	penikoorem
load	koorem
brain	peaaju
spinal cord	seljaaju
hunt	jahtima
mortar	mürsk
loud	müra
thunder	müristama
satisfaction	rahulolu
satisfaction	rahuldus
content	rahul
thug	kelm
sudden	äge
suddenly	äkki
stove	pliit
lichen	porosamblik
lichen	samblik
grow	kasvatama
suffer	kannatama
carry	kandma
chase	taga ajama
kill	ära tapma
drive	ära sõitma
pond	tiik
penis	türa
pound	taguma
palm	pihk
crime	kuritegu
criminal	kurjategija
learner	õppur
peksma	pihku peksma
beat	peksma
doer	tegija
necessary	tarvis
consume	tarbima
allowed	tohtima
pull	tõmbama
victim	ohver
secretly	salaja
vaba	-dus
adventure	seiklus
adventure	seiklema
matter	seik
fact	tõik
angry	vihastama
place	asu-
establish	asutama
inhabit	asustama
settlement	asula
replace	asendama
frequentative	-tsema
situate	asetsema
thin	varb
choose	valima
conquer	vallutama
know	valdama
domain	valdus
knower	valdaja
hack	hakkima
hacking	hakk-
minced	hakkliha
hack	häkkima
hacker	häkker
in the middle of	keset
pure	ehtne
panema	-matu
impatient	kannatamatu
irresistible	vastupandamatu
inattentive	tähelepanematu
panema	tähele
pay attention	tähele panema
unacceptable	vastuvõetamatu
jingle	kõlistama
dance	tantsima
ring	rõngas
grass	rohi
reddish	punakas
barn	küün
recent	vastne
paternal uncle	lell
deep	süva
story	jutt
deep	sügav
engineer	insener
sharpen	teritama
rectified spirit	piiritus
woman	naisterahvas
jacket	jope
herring	heeringas
put away	ära panema
cry	itkema
assembly	kogu
rowan	pihlakas
bun	kukkel
doubt	kahtlema
income	sissetulek
intrinsic	sisemine
calculate	rehkendama
moonshine	puskar
visit	ära käima
Gypsy	mustlane
imperial	keiserlik
manly	mehine
manly	mehelik
upright	püsti
poke	pistma
innocent	süütu
fit	sobima
cut	raiuma
duke	hertsog
sovereign	vürst
teetotal	karske
teetotaler	karsklane
teetotalism	karskus
firearm	tulirelv
cold weapon	külmrelv
Euripides	Euripidese
middle of nowhere	Kapa-Kohila
middle of nowhere	karuperse
middle of nowhere	pärapõrgu
probably	ilmselt
larva	tõuk
again	uuesti
play	pelama
twaddle	joba
chirp	säutsuma
tolerate	sallima
bastard	värdjas
kiri	-ndus
cackle	kaagutama
travel	kulgema
sit	passima
artificial	kunstlik
paradise	paradiis
feel	tunduma
discuss	arutama
size	suurus
touch	katsuma
taste	maitsma
taste	mekkima
understandable	arusaadav
cousin	nõbu
creature	olend
seem	näima
show	näitama
act	näitlema
trust	usaldama
believe	uskuma
religion	usund
express	väljendama
scumbag	kaabakas
scrape	kaapima
scratch	kraapima
scratch	kriipima
comb	kamm
comb	kammima
amount	määr
arrogant	ülbe
proud	uhke
stocking	sukk
suitable	kõlbama
suitable	kõlblik
sibling	õve
paternal	sõtse
look	kiikama
sip	rüüpama
Russian	sibulavenelane
obnubilation	obnubilatsioon
work	töötama
when	millal
how long	kui kaua
team	meeskond
pronunciation	hääldus
sell	müüma
rent	üür
search	otsing
search	otsimine
enter	sisestama
border	piirnema
march	marssima
south	lõunas
west	läänes
density	tihedus
dense	tihe
population	elanikkond
population	rahvastik
about	umbes
kilometer	kilomeeter
square kilometre	ruutkilomeeter
sparsely	hõredalt
sparse	hõre
indicator	näitaja
indicator	indikaator
birth	sünd
resident	elanik
official	ametlik
absent	puuduv
most	kõige
activity	tegevus
activity	aktiivsus
happen	toimuma
encounter	kohtumine
last	jätkuma
continue	jätkama
recognize	tunnustama
field	valdkond
through	kaudu
join	ühinema
represent	esindama
small	vähe
few	vähesed
salinity	soolsus
belong	kuuluma
existence	olemasolu
exist	eksisteerima
exist	olemas olema
typical	tüüpiline
consist	koosnema
with	ühes
pronounce	hääldama
evaluate	hindama
design	kavandama
design	kavand
offer	pakkuma
land	maanduma
maternal	emapoolne
move	kolima
marry	abielluma
happen	juhtuma
irreversible	pöördumatu
generation	põlvkond
develop	arenema
develop	arendama
target	sihtima
guide	suunama
guide	juhatama
permanent	alaline
permanent	püsiv
transmit	edasi andma
skill	oskus
ability	võime
mark	tähistama
accordingly	vastavalt
according to	kohaselt
according to	järgi
predecessor	eelkäija
appear	ilmuma
headline	pealkiri
figurative	kujundlik
reference	viide
add	lisama
interest	huvi äratama
awaken	äratama
gifted	andekas
cause	põhjustama
cause	tekitama
perceive	tajuma
surround	ümbritsema
surrender	loovutama
location	asukoht
attention	tähelepanu
pointless	mõttetu
boring	igav
birchbark	kasetoht
birchbark	toht
dung beetle	sitikas
Votia	Vadjamaa
Votic	vadja
edit	toimetama
dust	tolm
fend	tõrjuma
safe	turvaline
entrepreneur	ettevõtja
entirety	täielikkus
entirety	tervik
at first	algul
motion	liikumine
motion	liigutus
observation	vaatlus
observe	vaatlema
predict	ennustama
bring	koondama
release	lahti laskma
let	laskma
ageing	vananemine
metabolism	ainevahetus
side effect	kõrvalmõju
accumulation	kuhjumine
accumulation	kogumine
effect	mõju
effect	toime
effect	tagajärg
avoid	vältima
necessary	vajalik
necessary	tarvilik
knowledge base	alusteadmised
repair	parandama
probable	tõenäoline
horror	õudus
unavoidable	vältimatu
extend	pikendama
as well	samuti
stay	püsima
eyebrow	kulm
group	rühm
delegate	delegeerima
coalesce	kokku sulanduma
forsake	hülgama
election	valimine
waste	raiskama
govern	haldama
prayer	palve
birdshit	linnusitt
collective noun	-stu
drinking	maha jooma
wave	lehvima
wave	lehvitama
lizard	sisalik
non-	eba-
vinegar	äädikas
stupid	rumal
fuck	putsi
breed	sigima
breed	sigitama
code	kood
written	kirjakeel
North Estonian	põhjaeesti
result	tulemus
housewife	perenaine
home	kodune
fuckable	pandav
full	pakitsema
soon	peagi
even	isegi
activate	aktiveerima
start	käivitama
switch on	sisse lülitama
hurry	tõtt
hurry	tõttama
traveller	rändaja
traveller	rändur
travel	rändama
meet	kohtuma
cruel	julm
Republika Srpska	Serblaste Vabariik
Serbian	serblane
with	kaasas
thin	peenike
thin	peenikene
energy	jõudma
be able to	suutma
queen	kuninganna
connect	põkkama
foot	põtk
alive	elus
jay	pasknäär
trench	kaevik
cave	koobas
merciful	armuline
type	tüüp
mild	leebe
wheeze	ähkima
lineup	rivistus
line up	rivistama
rib	ribi
quiet	vaikne
thrush	rästas
organisation	selts
common crane	sookurg
Croatian	horvaat
wheel	rool
fear	pelgama
disappear	kaduma
answer	vastama
proper	vastav
suitable	kohane
ablative	-lt
undertaking	ettevõtmine
risky	riskantne
revile	sõimama
shake	raputama
shake	rappuma
dead end	umbtee
battle	lahing
pistol	püstol
gun	püss
prank	vingerpuss
pulsate	tuksuma
wiggle	vingerdama
namesake	nimekaim
relative	kaim
cool	kihvt
serve	ümmardama
visit	väisama
dull	nüri
determine	tuvastama
security	turv
switch	lülitama
lie	lamama
parallel	rööpne
deep	rööbas
railway	liiper
baseball	pesapall
homeland	kodumaa
chief	pealik
shoot	tulistama
sacred	hiis
depth	sügavus
Jordan	Jordaania
Central African Republic	Kesk-Aafrika Vabariik
Tanzania	Tansaania
Micronesia	Mikroneesia Liiduriigid
mosquito	sääsk
filled	täituma
loyal	truu
home	kodunt
back	tagant
empire	keisririik
brother-in-law	nääl
underworld	toonela
hot	tuline
round	ümardama
fimble	koeras
save	päästma
escape	pääsema
torture	piinama
match	tikk
quiet	tüüne
residence	elamine
memento	meene
remember	meenuma
recall	meenutama
remember	mäletama
commemorate	mälestama
memory	mälestus
thug	pätt
words	manama
mention	mainima
feed	söötma
print	trükkima
jerk	jobu
trip	retk
destiny	saatus
bloom	õitsema
flower	õile
urgent	pakiline
pull	vedama
Orthodoxy	õigeusk
older	vanem
close	läheda
nearby	lähedal
to	lähedale
from	lähedalt
naive	sinisilmne
blue	sini-
act	ülbitsema
Swedish	rootsi
Lutheran	luterlik
moustache	vunts
budget	eelarve
Lord	issand
lord	isand
be	leiduma
shop	kauplus
trade	kauplema
in a row	järjest
far	kaugel
to	kaugele
from	kaugelt
patriot	patrioot
hurray	hõissa
century	aastasada
millennium	aastatuhat
Walpurgis night	volber
hypocritical	silmakirjalik
written	kirjalik
hypocritical	silmakirjatsema
hypocrite	silmakirjatseja
hypocrisy	silmakirjatsus
Prussia	Preisimaa
Prussian	preisi
Prussian	preisilik
leprosy	pidal
leprosy	pidalitõbi
wake	peied
industry	tööstus
independent	iseseisev
Christianity	ristiusk
tax collector	tölner
jihad	džihaad
mujahid	mudžahiid
Trinity	kolmainsus
Arianism	ariaanlus
bowl	kauss
freedom	priius
Prussian	preislane
few	vähene
twist	käänama
parable	tähendamissõna
distant	kõuk
thunder	kõu
thunder	pikne
apiary	mesila
professor	õppejõud
study	õpe
recruit	nekrut
radiate	kiirgama
passion	kirg
inherit	pärima
vampire	vampiir
skirt	seelik
shower	dušš
synagogue	sünagoog
trick	võte
dark	pime
opponent	vastane
fascism	fašism
natural	looduslik
physical	kehaline
pride	uhkus
praise	ülistama
lonely	üksik
consider	arvestama
saint	pühak
Muslim	muhameedlane
eternal	igavene
hide	peitma
cone	käbi
hearts	ärtu
tobacco	tubakas
frost	pakane
nut	pähkel
small	salk
quarrel	riid
sharp	terav
face	tahk
knot	sõlm
sickle	sirp
pole	teivas
burr	takjas
calf	vasikas
harrow	äke
blind	sõge
soft	pehme
coarse	jäme
fast	nobe
brave	julge
err	eksima
excite	erutama
excite	ärritama
play	etendama
yawn	haigutama
smell	haistma
fragile	habras
disperse	hajuma
magpie	harakas
bark	haukuma
procure	hankima
braise	hautama
front row	esirida
Karelian	karjalane
Livvi-Karelian	livviko
fear	hirm
sow	külvama
make	kõlama
swell	paisuma
burrow	urg
rake	reha
pluck	kitkuma
spawn	kudema
pull	kiskuma
weave	kuduma
band	jõuk
move	liikuma
swallow	neelama
swear	vanduma
change	vahetama
drip	tilkuma
send	lähetama
street	uulits
hang	rippuma
smoke	peale tegema
state	peast
direct	vahetu
change	vahetus
laptop computer	rüperaal
embassy	suursaatkond
Polish	poola
admit	tunnistama
allow	lubama
shine	särama
short	lühikene
gravel	kruus
grimace	lõust
sew	õmblema
sweaty	higine
Theotokos	jumalaema
Theotokos	Jumalasünnitaja
birther	sünnitaja
dirty	roojane
past	-nud
wrong	väär
list	nimekiri
tithe	kümnis
complain	vinguma
sign	tunnustäht
underage	alaealine
age	ealine
con	huiama
black	mustanahaline
stink	haisema
slum	agul
sober	kaine
short	lühida
multiply	korrutama
repeat	kordama
shine	paistma
tyre	rehv
hurry	rutt
twenty-one	kakskümmend üks
twenty-two	kakskümmend kaks
twenty-three	kakskümmend kolme
twenty-four	kakskümmend neli
twenty-five	kakskümmend viis
twenty-six	kakskümmend kuus
twenty-seven	kakskümmend seitse
twenty-eight	kakskümmend kaheksa
twenty-nine	kakskümmend üheksa
wooden	lasn
peasant	talupoeg
farmer	talunik
boil	keetma
settlement	asundus
where	kuhu
defender	kaitsja
personal	isiklik
main	põhiline
finger	näpp
lock	lukustama
dress	kleit
grandmother	vanaema
autocracy	autokraatia
monarchy	monarhia
monarchism	monarhism
people	rahvademokraatia
social democracy	sotsiaaldemokraatia
contest	võistlus
philanthropy	filantroopia
witness	tunnistaja
weed	umbrohi
manicure	maniküür
pedicure	pediküür
crowbar	sõrgkang
censorship	tsensuur
Jehovah	Jehoova
computer virus	arvutiviirus
virus	viirus
cleaner	koristaja
nurse	meditsiiniõde
veterinarian	loomaarst
waiter	ettekandja
stuntman	kaskadöör
prejudice	eelarvamus
inflation	inflatsioon
purchasing	ostujõud
hotel	hotellituba
accountant	raamatupidaja
aviation	lennuõnnetus
crayfish	jõevähk
sadomasochism	sadomasohhism
herb	ürt
fake	võlts
point of view	vaatenurk
performer	esitaja
territory	maa-ala
dead	surnu
graveyard	surnuaed
graveyard	kalmistu
release	linastama
order	järjestus
Marshall Islands	Marshalli Saared
banknote	kupüür
arise	tekkima
fashionable	moodne
reasonable	mõistlik
proper	korralik
millimeter	millimeeter
milliliter	milliliiter
liter	liiter
tit	tihane
oink	ruigama
destruction	hukk
die	hukkuma
Iirisse	Iiri
inform	teatama
astronomy	täheteadus
Hussite	hussiit
century	sajand
musical instrument	muusikainstrument
guitar	kitarr
electric guitar	elektrikitarr
owner	omanik
shareholder	osanik
gonad	sugunääre
gonad	gonaad
competent	pädev
competence	pädevus
wild	metsik
normal distribution	normaaljaotus
vandal	vandaal
polo shirt	polosärk
salmon	lõhe
ühine	-kond
knighthood	rüütelkond
environment	keskkond
company	seltskond
comrade	seltsimees
comrade	kamraad
female	sõbranna
beautiful	kaunitar
goddess	jumalanna
beauty	iludus
touch	puutuma
touch	puudutama
touch	käppima
touch	näppima
steal	näppama
start	käivituma
fat	priske
truly	tõesti
baseless	alusetu
basic	aluseline
acidic	happeline
acid	hape
suffocate	lämmatama
suffocating	lämb
suffocate	lämbuma
sourish	hapukas
collective noun	-stik
charcoal	süsi
charcoal	puusüsi
periodic table	Mendelejevi tabel
derive	tuletama
derivation	tuletamine
clothing	riietus
clothe	riietama
fabric	riie
parts	tari-
group	huvigrupp
group	huvirühm
grower	kasvataja
kindergarten	lasteaiakasvataja
kindergarten	lasteaed
interest	huvitama
uninteresting	ebahuvitav
dishonest	ebaaus
unclear	ebaselge
sunshine	päikesepaiste
coat of arms	vapp
railway	vagun
femininity	naiselikkus
feminine	naiselik
basic	alg-
rudimentary	algeline
Proto-Germanic	alggermaani
Proto-Norse	algskandinaavia
reverse	desovetiseerima
deactivate	deaktiveerima
Sovietization	desovjetiseerimine
Sovietization	desovetiseerimine
to	juurde
nearby	juurest
next to	kõrval
acronym	akronüüm
demon	deemon
steam	aurutama
suggest	soovitama
kiss	musitama
kiss	suudlema
spring	allikas
rise	tõusma
free	tasuta
requirement	nõue
demand	nõudma
track	jälitama
dream	unistama
dream	unistus
dream	unenägu
because	sest
debt	võlg
haggle	tingima
shop	müükla
pizza	seenepitsa
pizza	vorstipitsa
pizzeria	pitsabaar
pizza	pitsarestoran
pizza shop	pitsamüükla
pizza boy	pitsapoiss
pizza	pitsajahu
pizza	pitsapõhi
pizza	pitsamaitseaine
contemporary	kaasaegne
co-	kaas-
support	kaasabi
figure	tegelane
labourer	tööline
float	hõljuma
bang	paukuma
group	tutvusringkond
acquaintanceship	tutvus
handbrake	kässar
brake	pidur
handbrake	käsipidur
handbrake	seisupidur
dignity	väärikus
margarine	margariin
handicraft	käsitöö
nun	nunn
descendant	järglane
manufacturer	tootja
misfortune	õnnetus
car park	parkla
brewery	pruulikoda
brewer	pruul
brewer	pruulija
brew	pruulima
timetable	sõiduplaan
manufacture	tootma
pancake	pannkook
confectioner	kondiiter
hot	kuum
use	kasutus
pelmeni	pelmeen
mixed	segane
pan	pann
fringe	tukk
gas station	tankla
custody	hooldus
illness	haigus
clover	ristik
beehive	mesipuu
meadow	luht
depression	nõgu
pulp	säsi
vegetable	köögivili
edible	söödav
tuber	mugul
factory	tehas
factory	vabrik
man	meesterahvas
quick	käbe
epistemology	epistemoloogia
narcomania	narkomaania
February	hundikuu
Fastelavn	vastlad
corncrake	rukkirääk
above	linnulennult
small	alevik
this year	tänavu
patriotic	isamaaline
preparation	ettevalmistus
prepare	valmistama
saucepan	kastrul
microbiology	mikrobioloogia
bachelor's thesis	bakalaureusetöö
bachelor	bakalaureus
truth	tõde
need	vajama
teahouse	teemaja
pseudoscience	pseudoteadus
dendrochronology	dendrokronoloogia
beaver	piiber
last time	viimati
bush	tihnik
developer	arendaja
software	tarkvaraarendaja
care	hoolima
smart	arukas
abomasum	libemagu
abomasum	libedik
aardwolf	tsiibethüään
coup d'état	riigipööre
turn	pöörlema
thick	tihke
chaser	pealekas
barricade	barrikaad
future	tulevik
world war	ilmasõda
world war	maailmasõda
tequila	tekiila
Livvi	livviko keel
postcard	postkaart
thousand	tuhh
diagonal	diagonaal
maa	kõigi maade proletaarlased, ühinege
carding	kraasimine
menstruation	menstruatsioon
mustard	sinep
Low German	alamsaksa keel
district	asum
year	üheksateistkümnene
nineteenth	üheksateistkümnendik
sanctuary	pühamu
haven	varjupaik
sink	valamu
house	elamu
private	eramu
customer	tellija
worldview	maailmavaade
public transport	ühistransport
peanut	maapähkel
glove	sõrmik
bakery	pagaritööstus
snore	norskama
awake	ärkama
sneeze	aevastama
tick	puuk
frequently	tihti
delicious	maitsev
café	kohvik
ferry	parvlaev
hooded crow	hallvares
lesser black-backed gull	tõmmukajakas
common gull	kalakajakas
coffee bean	kohviuba
Christmas market	jõuluturg
swing	kiikuma
shelf	riiul
glue up	kleepima
eagle owl	kassikakk
gluttony	aplus
shopping	ostud
toilet	tualett
barber	habemeajaja
crown	pealagi
bald	paljak
scratch	sügama
scratch	kratsima
laugh	naerda
smile	naeratus
smile	naeratama
screw	kruvi
moth	ööliblikas
exercise book	töövihik
chapter	peatükk
phrase book	vestmik
telephone book	telefoniraamat
entrance	sissepääs
liquor store	alkoholikauplus
fast food	kiirtoit
brewery	õlletehas
souvenir	suveniir
national	rahvusraamatukogu
taxi	takso
bald	kiilas
descent	laskumine
pioneer	teerajaja
founder	rajaja
found	rajama
foot	jalam
hill	küngas
navy	merevägi
precipice	järsak
steep	järsk
wreath	pärg
wreath	vanik
flea market	kirbuturg
flea market	kirbukas
eighteen	kaheksateistkümnene
sunny	päikeseline
snowflake	lumehelves
snowman	lumememm
licorice	lagrits
blood sausage	verivorst
licorice	lagritsa-magusjuur
Glycyrrhiza	magusjuur
pin	nööpnõel
baldric	mõõgavöö
fart	peeretama
shave	raseerima
chain	kett
technology	tehnoloogia
machine learning	masinõppimine
solitude	üksindus
pork	sealiha
bedbug	voodilutikas
repair	taastama
nickname	hüüdnimi
drunk	purjus
ashtray	tuhatoos
match	matš
thumb	pöial
charger	sõjaratsu
power supply	toiteplokk
toothpaste	hambapasta
archer	vibukütt
razor	habemenuga
full moon	täiskuu
towel	rätik
traffic light	valgusfoor
hail	rahe
frost	härmatis
raindrop	vihmapiisk
joint	liiges
cloudy	pilvine
torch	taskulamp
influenza	gripp
sloth	laiskus
can opener	konservikarbiavaja
bedsheet	voodilina
balloon	õhupall
bumper	põrkeraud
raw	toores
list	loend
pimple	vistrik
powder	pulber
zip	tõmblukk
archive	arhiiv
fist	rusikas
compiler	kompilaator
camera	fotoaparaat
syllable	silp
cough	köha
cough	köhatama
fire extinguisher	tulekustuti
phonology	fonoloogia
orthography	ortograafia
coffee cup	kohvitass
enjoy	nautima
playing card	mängukaart
nipple	nibu
smart	nutikas
bon appétit	head isu
chanterelle	harilik kukeseen
Rubik's cube	Rubiku kuubik
microwave oven	mikrolaineahi
microwave	mikrolaine
visa	viisa
gingerbread	piparkook
gingerbread	präänik
intersection	ristmik
suburb	äärelinn
monument	mälestusmärk
monument	mälestussammas
pâté	pasteet
crisp	krõbe
plane	tasand
plain	tasandik
furniture	mööbel
surname	perekonnanimi
polite	viisakas
open	lahtine
comfortable	mugav
surjection	sürjektsioon
bijection	bijektsioon
redirect	ümbersuunamisleht
meatball	frikadell
screwdriver	kruvikeeraja
firefly	jaanimardikas
promise	lubadus
specific	konkreetne
specifically	konkreetselt
boss	natšalnik
great martyr	suurmärter
mark	margal
epidemic	epideemia
lard	pekk
cut	lõikama
fat	rasvane
beef	veiseliha
veal	vasikaliha
foodstuff	toiduaine
cut	lõige
change	muutuma
harden	kõvastama
harden	kõvastuma
harder	kõvenema
harder	kõvendama
strengthen	tugevdama
strengthen	tugevnema
blizzard	tuisk
blizzard	tuiskama
sandstone	liivakivi
sandpaper	liivapaber
character	iseloom
press	suruma
press	vajutama
sink	vajuma
cry	karjuma
compete	võistlema
fight	võitlema
fight	võitlus
doubt	kahtlus
hesitation	kõhklus
hesitate	kõhklema
indecision	otsustamatus
decide	otsustama
uncertain	ebakindel
uncertainty	ebakindlus
firmness	kindlus
resentment	pahameel
pleasure	heameel
spread	võidma
ointment	võie
grease	määrima
obese	lihav
try	proovima
artichoke	artišokk
bath sponge	käsn
Liisi	Pöial-Liisi
inn	kõrts
trade union	ametiühing
government	valitsus
demonstration	meeleavaldus
conspiracy theory	vandenõuteooria
roundabout	ringtee
trample	tallama
burning	põlev
petrol	benss
forward	edasi
wisdom tooth	tarkusehammas
honey badger	meemäger
Scientology	saientoloogia
Jehovah's Witness	Jehoova tunnistaja
etymology	etümoloogia
logicism	logitsism
hate speech	vihakõne
comedy	komöödia
farce	farss
puppetry	nukuteater
sunflower	päevalill
handbook	käsiraamat
address book	aadressiraamat
nursing home	vanadekodu
Yellow Sea	Kollane meri
flower	lillepood
street child	tänavalaps
birthday	sünnipäevakink
birthday cake	sünnipäevatort
birthday card	sünnipäevakaart
birthday party	sünnipäevapidu
hot-air balloon	kuumaõhupall
smartphone	nutitelefon
police car	politseiauto
ambulance	kiirabiauto
inchoative	-tuma
switch	lüliti
chalk	kriit
misfortune	ebaõnn
kneel	põlvitama
straw	kõrs
collage	kollaaž
cottage cheese	kodujuust
Grim Reaper	vikatimees
plague	katk
burglar	murdvaras
capacitor	kondensaator
uproot	juurima
rage	möllama
insult	solvang
salt	soolama
alone	üksi
up	üles
tenderness	õrnus
civilisation	tsivilisatsioon
missionary	misjonär
brave	vapper
snowfall	lumesadu
ring	helisema
