maggot	𐌼𐌰𐌸𐌰
corner	𐍅𐌰𐌹𐌷𐍃𐍄𐌰
mirror	𐍃𐌺𐌿𐌲𐌲𐍅𐌰
moisture	𐌵𐍂𐌰𐌼𐌼𐌹𐌸𐌰
love	𐍆𐍂𐌹𐌾𐍉𐌽
helmet	𐌷𐌹𐌻𐌼𐍃
kiss	𐌲𐌰𐍆𐍂𐌹𐌾𐍉𐌽𐍃
advisor	𐍂𐌰𐌲𐌹𐌽𐌴𐌹𐍃
incontinent	𐌿𐌽𐌲𐌰𐌷𐌰𐌱𐌰𐌽
dishonour	𐌿𐌽𐍃𐍅𐌴𐍂𐌰𐌽
honor	𐌿𐌽𐍃𐍅𐌴𐍂𐍃
full	𐌿𐍃𐍆𐌿𐌻𐌻𐌽𐌰𐌽
fill	𐍆𐌿𐌻𐌻𐌾𐌰𐌽
prosper	𐌸𐌴𐌹𐌷𐌰𐌽
kiss	𐌺𐌿𐌺𐌾𐌰𐌽
isn't	𐌽𐌹𐍃𐍄
sanctity	𐍅𐌴𐌹𐌷𐌹𐌸𐌰
deed	𐍆𐍂𐌰𐌱𐌰𐌿𐌷𐍄𐌰𐌱𐍉𐌺𐌰
-ity	-𐌹𐌸𐌰
crown	𐍅𐌰𐌹𐍀𐍃
intoxicated	𐌳𐍂𐌿𐌲𐌺𐌰𐌽𐍃
indeclinable	𐌲𐌰𐌳𐍉𐍆
bitter	𐌱𐌰𐌹𐍄𐍂𐍃
bitterly	𐌱𐌰𐌹𐍄𐍂𐌰𐌱𐌰
bitterness	𐌱𐌰𐌹𐍄𐍂𐌴𐌹
she	𐍃𐌹
they	𐌴𐌹𐍃
garment	𐍅𐌰𐍃𐍄𐌹
wealth	𐌲𐌰𐌱𐌴𐌹
joy	𐍆𐌰𐌷𐌴𐌸𐍃
Pentecost	𐍀𐌰𐌹𐌽𐍄𐌴𐌺𐌿𐍃𐍄𐌴
deacon	𐌳𐌹𐌰𐌺𐌰𐌿𐌽𐌿𐍃
host	𐍅𐌰𐌹𐍂𐌳𐌿𐍃
sound	𐌳𐍂𐌿𐌽𐌾𐌿𐍃
alms	𐌰𐍂𐌼𐌰𐌷𐌰𐌹𐍂𐍄𐌹𐌸𐌰
source	𐌱𐍂𐌿𐌽𐌽𐌰
wage	𐌳𐍂𐌰𐌿𐌷𐍄𐌹𐌽𐍉𐌽
warfare	𐌳𐍂𐌰𐌿𐌷𐍄𐌹𐍅𐌹𐍄𐍉𐌸
archangel	𐌰𐍂𐌺𐌰𐌲𐌲𐌹𐌻𐌿𐍃
property	𐌰𐌹𐌲𐌹𐌽
possess	𐌰𐌹𐌲𐌰𐌽
known	𐌺𐌿𐌽𐌸𐍃
boy	𐌼𐌰𐌲𐌿𐍃
longanimity	𐌻𐌰𐌲𐌲𐌰𐌼𐍉𐌳𐌴𐌹
long	𐌻𐌰𐌲𐌲𐍃
length	𐌻𐌰𐌲𐌲𐌴𐌹
broad	𐌱𐍂𐌰𐌹𐌸𐍃
breadth	𐌱𐍂𐌰𐌹𐌳𐌴𐌹
depth	𐌳𐌹𐌿𐍀𐌴𐌹
depth	𐌳𐌹𐌿𐍀𐌹𐌸𐌰
height	𐌷𐌰𐌿𐌷𐌹𐌸𐌰
tribulation	𐌰𐌲𐌻𐌹𐌸𐌰
sincerity	𐌰𐌹𐍂𐌺𐌽𐌹𐌸𐌰
erroneous	𐌰𐌹𐍂𐌶𐌴𐌹𐍃
error	𐌰𐌹𐍂𐌶𐌴𐌹
error	𐌰𐌹𐍂𐌶𐌹𐌸𐌰
reason	𐍆𐍂𐌰𐌸𐌹
renew	𐌰𐌽𐌰𐌽𐌹𐌿𐌾𐌰𐌽
renewal	𐌰𐌽𐌰𐌽𐌹𐌿𐌾𐌹𐌸𐌰
chaff	𐌰𐌷𐌰𐌽𐌰
unity	𐌰𐌹𐌽𐌰𐌼𐌿𐌽𐌳𐌹𐌸𐌰
missile	𐌰𐍂𐍈𐌰𐌶𐌽𐌰
rooster	𐌷𐌰𐌽𐌰
benefit	𐌱𐍉𐍄𐌰
callousness	𐌳𐌰𐌿𐌱𐌹𐌸𐌰
porter	𐌳𐌰𐌿𐍂𐌰𐍅𐌰𐍂𐌳𐍃
porter	𐌳𐌰𐌿𐍂𐌰𐍅𐌰𐍂𐌳𐌰
porter	𐌳𐌰𐌿𐍂𐌰𐍅𐌰𐍂𐌳𐍉
slanderer	𐌳𐌹𐌰𐌱𐌿𐌻𐌰
if	𐌾𐌰𐌱𐌰𐌹
guilt	𐍆𐌰𐌹𐍂𐌹𐌽𐌰
antiquity	𐍆𐌰𐌹𐍂𐌽𐌹𐌸𐌰
heel	𐍆𐌰𐌹𐍂𐌶𐌽𐌰
fence	𐍆𐌰𐌸𐌰
hate	𐍆𐌹𐌾𐌰𐌸𐍅𐌰
mustard	𐍃𐌹𐌽𐌰𐍀𐌹𐍃
kerchief	𐌰𐌿𐍂𐌰𐌻𐌹
prove	𐌺𐌹𐌿𐍃𐌰𐌽
bed	𐌱𐌰𐌳𐌹
miracle	𐍆𐌰𐌿𐍂𐌰𐍄𐌰𐌽𐌹
grass	𐌷𐌰𐍅𐌹
deed	𐍄𐌰𐌿𐌹
tumult	𐌿𐌽𐍃𐌿𐍄𐌹
deposit	𐍅𐌰𐌳𐌹
year	𐌰𐍄𐌰𐌸𐌽𐌹
years	𐌰𐌸𐌽𐌰𐌼
scorpion	𐍃𐌺𐌰𐌿𐍂𐍀𐌾𐍉
snake	𐍅𐌰𐌿𐍂𐌼𐍃
root	𐍅𐌰𐌿𐍂𐍄𐍃
covetousness	𐍆𐌰𐌹𐌷𐌿𐌲𐌴𐌹𐍂𐍉
bond	𐌲𐌰𐌱𐌹𐌽𐌳𐌰
fragment	𐌲𐌰𐌱𐍂𐌿𐌺𐌰
girdle	𐌲𐌰𐌹𐍂𐌳𐌰
righteousness	𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐌹𐌸𐌰
hip	𐌷𐌿𐍀𐍃
ditch	𐌲𐍂𐌰𐌱𐌰
foxhole	𐌲𐍂𐍉𐌱𐌰
humility	𐌷𐌰𐌿𐌽𐌹𐌸𐌰
grave	𐌷𐌻𐌰𐌹𐍅𐌰𐍃𐌽𐌰
snare	𐌷𐌻𐌰𐌼𐌼𐌰
purity	𐌷𐌻𐌿𐍄𐍂𐌹𐌸𐌰
threat	𐍈𐍉𐍄𐌰
staff	𐌷𐍂𐌿𐌲𐌲𐌰
repentance	𐌹𐌳𐍂𐌴𐌹𐌲𐌰
renewal	𐌹𐌽𐌽𐌹𐌿𐌾𐌹𐌸𐌰
injustice	𐌹𐌽𐍅𐌹𐌽𐌳𐌹𐌸𐌰
recovery	𐌹𐌿𐍃𐌹𐌻𐌰
wrath	𐌾𐌹𐌿𐌺𐌰
youth	𐌾𐌿𐌽𐌳𐌰
care	𐌺𐌰𐍂𐌰
burden	𐌺𐌰𐌿𐍂𐌹𐌸𐌰
remainder	𐌻𐌰𐌹𐌱𐌰
preparedness	𐌼𐌰𐌽𐍅𐌹𐌸𐌰
boundary	𐌼𐌰𐍂𐌺𐌰
fame	𐌼𐌴𐍂𐌹𐌸𐌰
middle	𐌼𐌹𐌳𐌿𐌼𐌰
compassion	𐌼𐌹𐌻𐌳𐌹𐌸𐌰
tax	𐌼𐍉𐍄𐌰
dust	𐌼𐌿𐌻𐌳𐌰
needle	𐌽𐌴𐌸𐌻𐌰
newness	𐌽𐌹𐌿𐌾𐌹𐌸𐌰
street	𐍀𐌻𐌰𐍀𐌾𐌰
mile	𐍂𐌰𐍃𐍄𐌰
stake	𐌵𐌰𐌹𐍂𐌿
incorruption	𐌿𐌽𐍂𐌹𐌿𐍂𐌴𐌹
corruption	𐍂𐌹𐌿𐍂𐌴𐌹
uncovering	𐌰𐌽𐌳𐌷𐌿𐌻𐌴𐌹𐌽𐍃
column	𐍃𐌰𐌿𐌻𐍃
semen	𐍆𐍂𐌰𐌹𐍅
blow	𐍃𐌻𐌰𐌷𐍃
fever	𐌷𐌴𐌹𐍄𐍉
goodman	𐌷𐌴𐌹𐍅𐌰𐍆𐍂𐌰𐌿𐌾𐌰
snow	𐍃𐌽𐌰𐌹𐍅𐍃
white	𐍈𐌴𐌹𐍄𐍃
cloud	𐌼𐌹𐌻𐌷𐌼𐌰
publican	𐌼𐍉𐍄𐌰𐍂𐌴𐌹𐍃
law	𐍅𐌹𐍄𐍉𐌳𐌰𐌻𐌰𐌹𐍃𐌰𐍂𐌴𐌹𐍃
fuller	𐍅𐌿𐌻𐌻𐌰𐍂𐌴𐌹𐍃
heifer	𐌺𐌰𐌻𐌱𐍉
sign	𐌱𐌰𐌽𐌳𐍅𐌰
sign	𐌱𐌰𐌽𐌳𐍅𐍉
soul	𐍃𐌰𐌹𐍅𐌰𐌻𐌰
jesting	𐍃𐌰𐌻𐌳𐍂𐌰
lodgings	𐍃𐌰𐌻𐌹𐌸𐍅𐍉𐍃
grief	𐍃𐌰𐌿𐍂𐌲𐌰
way	𐍃𐌰𐌿𐌸𐌰
shame	𐍃𐌺𐌰𐌽𐌳𐌰
detriment	𐍃𐌻𐌴𐌹𐌸𐌰
dung	𐍃𐌼𐌰𐍂𐌽𐌰
writing	𐍃𐍀𐌹𐌻𐌳𐌰
jubilance	𐍃𐍅𐌴𐌲𐌽𐌹𐌸𐌰
purity	𐍃𐍅𐌹𐌺𐌽𐌹𐌸𐌰
order	𐍄𐌴𐍅𐌰
need	𐌸𐌰𐍂𐌱𐌰
stability	𐌸𐍅𐌰𐍃𐍄𐌹𐌸𐌰
porch	𐌿𐌱𐌹𐌶𐍅𐌰
impurity	𐌿𐌽𐌷𐍂𐌰𐌹𐌽𐌹𐌸𐌰
dishonour	𐌿𐌽𐍃𐍅𐌴𐍂𐌹𐌸𐌰
people	𐌿𐌽𐌸𐌹𐌿𐌳𐌰
castoff	𐌿𐍃𐍅𐌰𐌿𐍂𐍀𐌰
written	𐍅𐌰𐌳𐌾𐌰𐌱𐍉𐌺𐍉𐍃
worthiness	𐍅𐌰𐌹𐍂𐌸𐌹𐌳𐌰
condemnation	𐍅𐌰𐍂𐌲𐌹𐌸𐌰
word	𐍅𐌰𐌿𐍂𐌳𐌰𐌾𐌹𐌿𐌺𐌰
testimony	𐍅𐌴𐌹𐍄𐍅𐍉𐌳𐌹𐌸𐌰
suffering	𐍅𐌹𐌽𐌽𐍉
persecution	𐍅𐍂𐌰𐌺𐌰
wool	𐍅𐌿𐌻𐌻𐌰
robbery	𐍅𐌿𐌻𐍅𐌰
lordship	𐍆𐍂𐌰𐌿𐌾𐌹𐌽𐌰𐍃𐍃𐌿𐍃
pleasure	𐌲𐌰𐌱𐌰𐌿𐍂𐌾𐍉𐌸𐌿𐍃
false	𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐍇𐍂𐌹𐍃𐍄𐌿𐍃
Christ	𐍇𐍂𐌹𐍃𐍄𐌿𐍃
false	𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌿𐍃
lamentation	𐌲𐌰𐌿𐌽𐍉𐌸𐌿𐍃
hunger	𐌲𐍂𐌴𐌳𐌿𐍃
priesthood	𐌲𐌿𐌳𐌾𐌹𐌽𐌰𐍃𐍃𐌿𐍃
manner	𐌷𐌰𐌹𐌳𐌿𐍃
sword	𐌷𐌰𐌹𐍂𐌿𐍃
equality	𐌹𐌱𐌽𐌰𐍃𐍃𐌿𐍃
trial	𐌺𐌿𐍃𐍄𐌿𐍃
healing	𐌻𐌴𐌺𐌹𐌽𐌰𐍃𐍃𐌿𐍃
merciful	𐌱𐌻𐌴𐌹𐌸𐍃
persecute	𐍅𐍂𐌹𐌺𐌰𐌽
seem	𐌸𐌿𐌲𐌺𐌾𐌰𐌽
arise	𐌿𐍃𐍃𐍄𐌰𐌽𐌳𐌰𐌽
stand	𐌰𐍄𐍃𐍄𐌰𐌽𐌳𐌰𐌽
leave	𐍄𐍅𐌹𐍃𐍃𐍄𐌰𐌽𐌳𐌰𐌽
separation	𐍄𐍅𐌹𐍃-
imminent	𐌹𐌽𐍃𐍄𐌰𐌽𐌳𐌰𐌽
in-	𐌹𐌽-
surround	𐌱𐌹𐍃𐍄𐌰𐌽𐌳𐌰𐌽
stand	𐍆𐌰𐌿𐍂𐌰𐍃𐍄𐌰𐌽𐌳𐌰𐌽
before	𐍆𐌰𐌿𐍂𐌰-
stop	𐌲𐌰𐍃𐍄𐌰𐌽𐌳𐌰𐌽
manure	𐌼𐌰𐌹𐌷𐍃𐍄𐌿𐍃
humanity	𐌼𐌰𐌽𐌽𐌹𐍃𐌺𐍉𐌳𐌿𐍃
nard	𐌽𐌰𐍂𐌳𐌿𐍃
Comforter	𐍀𐌰𐍂𐌰𐌺𐌻𐌴𐍄𐌿𐍃
slavery	𐍃𐌺𐌰𐌻𐌺𐌹𐌽𐌰𐍃𐍃𐌿𐍃
thorn	𐌸𐌰𐌿𐍂𐌽𐌿𐍃
servant	𐌸𐌹𐌿𐌼𐌰𐌲𐌿𐍃
conscience	𐌸𐌿𐌷𐍄𐌿𐍃
difficult	𐌰𐌲𐌻𐌿𐍃
with difficulty	𐌰𐌲𐌻𐌿𐌱𐌰
mind	𐌰𐌷𐌰
sink	𐍃𐌹𐌲𐌵𐌰𐌽
shekel	𐍃𐌹𐌺𐌻𐍃
abundance	𐌿𐍆𐌰𐍂𐌰𐍃𐍃𐌿𐍃
apathy	𐌿𐌽𐌻𐌿𐍃𐍄𐌿𐍃
staff	𐍅𐌰𐌻𐌿𐍃
food	𐌼𐌰𐍄𐌹𐌱𐌰𐌻𐌲𐍃
bag	𐌱𐌰𐌻𐌲𐍃
food	𐌼𐌰𐍄𐍃
denarius	𐍃𐌺𐌰𐍄𐍄𐍃
moneychanger	𐍃𐌺𐌰𐍄𐍄𐌾𐌰
dance	𐌻𐌰𐌹𐌺𐍃
lack	𐍅𐌰𐌽𐌹𐌽𐌰𐍃𐍃𐌿𐍃
journey	𐍅𐍂𐌰𐍄𐍉𐌳𐌿𐍃
herd	𐍅𐍂𐌹𐌸𐌿𐍃
river	𐍆𐌻𐍉𐌳𐌿𐍃
millstone	𐌰𐍃𐌹𐌻𐌿𐌵𐌰𐌹𐍂𐌽𐌿𐍃
cheek	𐌺𐌹𐌽𐌽𐌿𐍃
widow	𐍅𐌹𐌳𐌿𐍅𐍉
pugnacious	𐍃𐌻𐌰𐌷𐌰𐌻𐍃
guide	𐍅𐌰𐌻𐌳𐌰𐌽
axe	𐌰𐌵𐌹𐌶𐌹
neck	𐌷𐌰𐌻𐍃
shoulder	𐌰𐌼𐍃
gift	𐍆𐍂𐌰𐌲𐌹𐍆𐍄𐍃
forgive	𐍆𐍂𐌰𐌲𐌹𐌱𐌰𐌽
smell	𐌳𐌰𐌿𐌽𐍃
November	𐌽𐌰𐌿𐌱𐌰𐌹𐌼𐌱𐌰𐌹𐍂
race	𐌺𐌽𐍉𐌸𐍃
inspiration	𐌰𐌷𐌼𐌰𐍄𐌴𐌹𐌽𐍃
imposition	𐌰𐌽𐌰𐌻𐌰𐌲𐌴𐌹𐌽𐍃
beginning	𐌰𐌽𐌰𐍃𐍄𐍉𐌳𐌴𐌹𐌽𐍃
punishment	𐌱𐌰𐌻𐍅𐌴𐌹𐌽𐍃
camp	𐌱𐌹𐌱𐌰𐌿𐍂𐌲𐌴𐌹𐌽𐍃
murmuring	𐌱𐌹𐍂𐍉𐌳𐌴𐌹𐌽𐍃
defilement	𐌱𐌹𐍃𐌰𐌿𐌻𐌴𐌹𐌽𐍃
washing	𐌳𐌰𐌿𐍀𐌴𐌹𐌽𐍃
dying	𐌳𐌰𐌿𐌸𐌴𐌹𐌽𐍃
laying	𐍆𐌰𐌿𐍂𐌻𐌰𐌲𐌴𐌹𐌽𐍃
food	𐍆𐍉𐌳𐌴𐌹𐌽𐍃
deception	𐍆𐍂𐌰𐌸𐌾𐌰𐌼𐌰𐍂𐌶𐌴𐌹𐌽𐍃
stumbling-block	𐌼𐌰𐍂𐌶𐌴𐌹𐌽𐍃
impede	𐌼𐌰𐍂𐌶𐌾𐌰𐌽
song	𐍃𐌰𐌲𐌲𐍅𐍃
sing	𐍃𐌹𐌲𐌲𐍅𐌰𐌽
covering	𐌷𐌿𐌻𐌹𐍃𐍄𐍂
tax	𐌺𐌰𐌹𐍃𐌰𐍂𐌰𐌲𐌹𐌻𐌳
tax	𐌲𐌹𐌻𐌳
trumpet	𐌸𐌿𐍄𐌷𐌰𐌿𐍂𐌽
light	𐌻𐌹𐌿𐌷𐌰𐌸
light	𐌻𐌹𐌿𐌷𐍄𐌾𐌰𐌽
sorcery	𐌻𐌿𐌱𐌾𐌰𐌻𐌴𐌹𐍃𐌴𐌹
bind	𐌱𐌹𐌽𐌳𐌰𐌽
bind up	𐌱𐌹𐌱𐌹𐌽𐌳𐌰𐌽
bind	𐌲𐌰𐌱𐌹𐌽𐌳𐌰𐌽
bond	𐌲𐌰𐌱𐌹𐌽𐌳𐌹
bond	𐌲𐌰𐌱𐌿𐌽𐌳𐌹
iron	𐌴𐌹𐍃𐌰𐍂𐌽𐌰𐌱𐌰𐌽𐌳𐌹
shackle	𐌽𐌰𐌿𐌳𐌹𐌱𐌰𐌽𐌳𐌹
need	𐌽𐌰𐌿𐌸𐍃
lightning	𐌻𐌰𐌿𐌷𐌼𐌿𐌽𐌹
foot	𐍆𐍉𐍄𐌿𐌱𐌰𐌽𐌳𐌹
female	𐍆𐍂𐌹𐌾𐍉𐌽𐌳𐌹
order	𐌷𐌰𐌹𐍄𐌹
rejoicing	𐍈𐍉𐍆𐍄𐌿𐌻𐌹
cave	𐌷𐌿𐌻𐌿𐌽𐌳𐌹
yoke	𐌾𐌿𐌺𐌿𐌶𐌹
whores	𐌺𐌰𐌻𐌺𐌾𐍉𐌼
proportions	𐌻𐌰𐌿𐌳𐌹
depicted	𐌲𐌰𐍆𐍂𐌹𐍃𐌰𐌷𐍄𐌽𐌰𐌽
Syrian	𐍃𐌰𐌿𐍂𐌹𐌽𐌹
bondwoman	𐌸𐌹𐍅𐌹
diversion	𐌿𐍃𐍅𐌰𐌽𐌳𐌹
vine	𐍅𐌴𐌹𐌽𐌰𐍄𐍂𐌹𐌿
flock	𐌰𐍅𐌴𐌸𐌹
beast	𐌿𐌽𐌱𐌹𐌰𐍂𐌹
pretext	𐌹𐌽𐌹𐌻𐍉
supper	𐌽𐌰𐌷𐍄𐌰𐌼𐌰𐍄𐍃
midday	𐌿𐌽𐌳𐌰𐌿𐍂𐌽𐌹𐌼𐌰𐍄𐍃
burnt offering	𐌰𐌻𐌰𐌱𐍂𐌿𐌽𐍃𐍄𐍃
window	𐌰𐌿𐌲𐌰𐌳𐌰𐌿𐍂𐍉
young	𐌱𐌰𐍂𐌽𐌹𐌻𐍉
eye	𐌸𐌰𐌹𐍂𐌺𐍉
manifestation	𐌲𐌰𐌱𐌰𐌹𐍂𐌷𐍄𐌴𐌹𐌽𐍃
compassion	𐌲𐌰𐌱𐌻𐌴𐌹𐌸𐌴𐌹𐌽𐍃
clothing	𐌲𐌰𐍆𐌴𐍄𐌴𐌹𐌽𐍃
possession	𐌲𐌰𐍆𐍂𐌴𐌹𐌳𐌴𐌹𐌽𐍃
hearing	𐌲𐌰𐌷𐌰𐌿𐍃𐌴𐌹𐌽𐍃
cleansing	𐌲𐌰𐌷𐍂𐌰𐌹𐌽𐌴𐌹𐌽𐍃
remembrance	𐌲𐌰𐌼𐌰𐌿𐌳𐌴𐌹𐌽𐍃
writing	𐌲𐌰𐌼𐌴𐌻𐌴𐌹𐌽𐍃
rule	𐌲𐌰𐍂𐌰𐌹𐌳𐌴𐌹𐌽𐍃
righteousness	𐌲𐌰𐍂𐌰𐌹𐌷𐍄𐌴𐌹
foundation	𐌲𐌰𐍃𐌰𐍄𐌴𐌹𐌽𐍃
covering	𐌲𐌰𐍃𐌺𐌰𐌳𐍅𐌴𐌹𐌽𐍃
difference	𐌲𐌰𐍃𐌺𐌰𐌹𐌳𐌴𐌹𐌽𐍃
consolation	𐌲𐌰𐌸𐍂𐌰𐍆𐍃𐍄𐌴𐌹𐌽𐍃
edification	𐌲𐌰𐍄𐌹𐌼𐍂𐌴𐌹𐌽𐍃
selection	𐌲𐌰𐍅𐌰𐌻𐌴𐌹𐌽𐍃
conversion	𐌲𐌰𐍅𐌰𐌽𐌳𐌴𐌹𐌽𐍃
condemnation	𐌲𐌰𐍅𐌰𐍂𐌲𐌴𐌹𐌽𐍃
clothing	𐌲𐌰𐍅𐌰𐍃𐌴𐌹𐌽𐍃
condemn	𐌲𐌰𐍅𐌰𐍂𐌲𐌾𐌰𐌽
console	𐌲𐌰𐌸𐍂𐌰𐍆𐍃𐍄𐌾𐌰𐌽
console	𐌸𐍂𐌰𐍆𐍃𐍄𐌾𐌰𐌽
consolation	𐌸𐍂𐌰𐍆𐍃𐍄𐌴𐌹𐌽𐍃
shamelessly	𐌰𐌲𐌻𐌰𐌹𐍄𐌲𐌰𐍃𐍄𐌰𐌻𐌳𐍃
shameful	𐌰𐌲𐌻𐌰𐌹𐍄𐌹𐍅𐌰𐌿𐍂𐌳𐌴𐌹
lewdness	𐌰𐌲𐌻𐌰𐌹𐍄𐌹
think	𐌰𐌷𐌾𐌰𐌽
spiritual	𐌰𐌷𐌼𐌴𐌹𐌽𐍃
eight	𐌰𐌷𐍄𐌰𐌿𐌳𐍉𐌲𐍃
eighty	𐌰𐌷𐍄𐌰𐌿𐍄𐌴𐌷𐌿𐌽𐌳
kiss	𐍆𐍂𐌹𐌾𐍉𐌽𐍃
prayer	𐌰𐌹𐌷𐍄𐍂𐍉𐌽𐍃
pray	𐌰𐌹𐌷𐍄𐍂𐍉𐌽
reconcile	𐌲𐌰𐍆𐍂𐌹𐌸𐍉𐌽
reconciliation	𐌲𐌰𐍆𐍂𐌹𐌸𐍉𐌽𐍃
calling	𐌻𐌰𐌸𐍉𐌽𐍃
ointment	𐍃𐌰𐌻𐌱𐍉𐌽𐍃
anoint	𐍃𐌰𐌻𐌱𐍉𐌽
apologia	𐍃𐌿𐌽𐌾𐍉𐌽𐍃
true	𐍃𐌿𐌽𐌾𐌹𐍃
truthfully	𐍃𐌿𐌽𐌾𐌰𐌱𐌰
roll	𐍅𐌰𐌻𐍄𐌾𐌰𐌽
agitation	𐍅𐌴𐌲𐍃
vineyard	𐍅𐌴𐌹𐌽𐌰𐌲𐌰𐍂𐌳𐍃
vine	𐍅𐌴𐌹𐌽𐌰𐍄𐌰𐌹𐌽𐍃
twig	𐍄𐌰𐌹𐌽𐍃
drunkard	𐍅𐌴𐌹𐌽𐌳𐍂𐌿𐌲𐌺𐌾𐌰
drunk	𐍅𐌴𐌹𐌽𐌽𐌰𐍃
hit	𐍃𐌻𐌰𐌷𐌰𐌽
laugh	𐌷𐌻𐌰𐌷𐌾𐌰𐌽
laugh	𐌱𐌹𐌷𐌻𐌰𐌷𐌾𐌰𐌽
air	𐌻𐌿𐍆𐍄𐌿𐍃
bright	𐌱𐌰𐌹𐍂𐌷𐍄𐍃
brightly	𐌱𐌰𐌹𐍂𐌷𐍄𐌰𐌱𐌰
clear	𐌱𐌰𐌹𐍂𐌷𐍄𐌾𐌰𐌽
show	𐌲𐌰𐌱𐌰𐌹𐍂𐌷𐍄𐌾𐌰𐌽
signify	𐌱𐌰𐌽𐌳𐍅𐌾𐌰𐌽
time	𐌼𐌴𐌻
parents	𐍆𐌰𐌳𐍂𐌴𐌹𐌽
lineage	𐍆𐌰𐌳𐍂𐌴𐌹𐌽𐍃
strong	𐍃𐍅𐌹𐌽𐌸𐍃
stronger	𐍃𐍅𐌹𐌽𐌸𐍉𐌶𐌰
-er	-𐌹𐌶𐌰
coppersmith	𐌰𐌹𐌶𐌰𐍃𐌼𐌹𐌸𐌰
benefaction	𐌰𐌹𐍅𐌻𐌰𐌿𐌲𐌹𐌰
parchment	𐌼𐌰𐌹𐌼𐌱𐍂𐌰𐌽𐌰
cloak	𐌷𐌰𐌺𐌿𐌻𐍃
especially	𐌸𐌹𐍃𐌷𐌿𐌽
manner	𐌸𐌹𐌿𐌳𐌹𐍃𐌺𐍉
Jew	𐌹𐌿𐌳𐌰𐌹𐌿𐍃
Jewishly	𐌹𐌿𐌳𐌰𐌹𐍅𐌹𐍃𐌺𐍉
live	𐌹𐌿𐌳𐌰𐌹𐍅𐌹𐍃𐌺𐍉𐌽
Judea	𐌹𐌿𐌳𐌰𐌹𐌰𐌻𐌰𐌽𐌳
pillow	𐍅𐌰𐌲𐌲𐌰𐍂𐌴𐌹𐍃
weapon	𐍅𐌴𐍀𐌽
torch	𐌷𐌰𐌹𐍃
lantern	𐍃𐌺𐌴𐌹𐌼𐌰
shine	𐍃𐌺𐌴𐌹𐌽𐌰𐌽
receive	𐌼𐌹𐌸𐌽𐌹𐌼𐌰𐌽
read	𐌿𐍃𐍃𐌹𐌲𐌲𐍅𐌰𐌽
beggar	𐌱𐌹𐌳𐌰𐌲𐍅𐌰
husbandman	𐌰𐌿𐍂𐍄𐌾𐌰
citizen	𐌱𐌰𐌿𐍂𐌲𐌾𐌰
braggart	𐌱𐌹𐌷𐌰𐌹𐍄𐌾𐌰
creditor	𐌳𐌿𐌻𐌲𐌰𐌷𐌰𐌹𐍄𐌾𐌰
informer	𐍆𐌴𐍂𐌾𐌰
alabastron	𐌰𐌻𐌰𐌱𐌰𐌻𐍃𐍄𐍂𐌰𐌿𐌽
honour	𐌷𐌰𐌿𐌷𐌴𐌹𐌽𐍃
lowliness	𐌷𐌰𐌿𐌽𐌴𐌹𐌽𐍃
humble	𐌷𐌰𐌿𐌽𐌾𐌰𐌽
hearing	𐌷𐌰𐌿𐍃𐌴𐌹𐌽𐍃
hear	𐌷𐌰𐌿𐍃𐌾𐌰𐌽
praise	𐌷𐌰𐌶𐌴𐌹𐌽𐍃
praise	𐌷𐌰𐌶𐌾𐌰𐌽
lowliness	𐌷𐌽𐌰𐌹𐍅𐌴𐌹𐌽𐍃
lower	𐌷𐌽𐌰𐌹𐍅𐌾𐌰𐌽
purification	𐌷𐍂𐌰𐌹𐌽𐌴𐌹𐌽𐍃
cleanse	𐌷𐍂𐌰𐌹𐌽𐌾𐌰𐌽
exchange	𐌹𐌽𐌼𐌰𐌹𐌳𐌴𐌹𐌽𐍃
transform	𐌹𐌽𐌼𐌰𐌹𐌳𐌾𐌰𐌽
intercessory	𐌻𐌹𐍄𐌴𐌹𐌽𐍃
proclamation	𐌼𐌴𐍂𐌴𐌹𐌽𐍃
proclaim	𐌼𐌴𐍂𐌾𐌰𐌽
blasphemy	𐌽𐌰𐌹𐍄𐌴𐌹𐌽𐍃
salvation	𐌽𐌰𐍃𐌴𐌹𐌽𐍃
visitation	𐌽𐌹𐌿𐌷𐍃𐌴𐌹𐌽𐍃
destruction	𐌵𐌹𐍃𐍄𐌴𐌹𐌽𐍃
search	𐍃𐍉𐌺𐌴𐌹𐌽𐍃
purification	𐍃𐍅𐌹𐌺𐌽𐌴𐌹𐌽𐍃
purity	𐍃𐍅𐌹𐌺𐌽𐌴𐌹
innocent	𐍃𐍅𐌹𐌺𐌽𐍃
instruction	𐍄𐌰𐌻𐌶𐌴𐌹𐌽𐍃
goodness	𐌸𐌹𐌿𐌸𐌴𐌹𐌽𐍃
edification	𐍄𐌹𐌼𐍂𐌴𐌹𐌽𐍃
disputation	𐍄𐍅𐌴𐌹𐍆𐌻𐌴𐌹𐌽𐍃
disobedience	𐌿𐍆𐌰𐍂𐌷𐌰𐌿𐍃𐌴𐌹𐌽𐍃
inscription	𐌿𐍆𐌰𐍂𐌼𐌴𐌻𐌴𐌹𐌽𐍃
alike	𐌲𐌰𐌻𐌴𐌹𐌺𐍃
