August	august
anti-democratic	antidemokratický
musical instrument	hudobný nástroj
musical	hudobný
truth be told	pravdu povediac
Gulf Stream	Golfský prúd
stream	prúd
normal distribution	normálne rozdelenie
distribution	rozdelenie
polo shirt	polokošeľa
Marcomanni	Markoman
Swiss	švajčiarsky
meaning of life	zmysel života
harrier	kaňa
Snow White	Snehulienka
Kangchenjunga	Kančendžonga
Kangchenjunga	Káčaňdžunga
usurer	úžerník
usury	úžera
oppose	oponovať
dictate	diktát
shaving brush	štetka na holenie
concubine	konkubína
houri	huriska
German Shepherd	nemecký ovčiak
soloist	sólistka
osľatá	osľa
midnight	polnoc
imago	imágo
kafir	káfir
Hungarian	Uhor
haematology	hematológia
Gascony	Gaskonsko
piston	piest
registered	registrovaný
pike	šťuka
registered partnership	registrované partnerstvo
curl	kučera
Atlantic	atlantický
Atlantic Ocean	Atlantický oceán
epistemology	epistemológia
Asia Minor	Malá Ázia
kisel	kyseľ
abacus	počítadlo
alternator	alternátor
corncrake	chrapkáč poľný
henbane	blen
argument	pseudoargument
hundred-thousandth	stotisícina
ten-thousandth	desaťtisícina
ten-thousandth	desaťtisíci
hundred-thousandth	stotisíci
dill	kôpor
cartilage	chrupka
Sleeping Beauty	Šípková Ruženka
Norwegian	Nór
amnesia	amnézia
grey	sivý
counterpart	náprotivok
antifascist	antifašistický
tsarina	cárovná
excuse	výhovorka
teahouse	čajovňa
pseudoscience	paveda
pseudoscience	pseudoveda
picklock	pakľúč
permission	povolenie
Darwinism	darvinizmus
Darwinian	darvinovský
drive	šoférovať
disinfection	dezinfekcia
dendrochronology	dendrochronológia
moron	blbaňa
Bremen	brémsky
liar	luhár
lie	luhať
beebread	perga
lullaby	uspávanka
lion	leví
leash	vôdzka
grate	strúhať
Marseillais	Marseillčan
elderly	stárež
Antiochian	antiochijský
nicely	pekne
Neanderthal	neandertálsky
fairy tale	rozprávka
goat willow	rakyta
vote	vótum
Bison	zubor
bison	zubrica
taxiway	rolovacia dráha
runway	vzletová a pristávacia dráha
didactic	didaktický
dogmatic	dogmatický
Democratic People's Republic of Korea	Severná Kórea
cricket	svrček
Agrostemma	kúkoľ
lion cub	levíča
sawfish	piliar
Lanius minor	kolesár
curved tailfeather	kosier
wedding	svadobný
Picea	smrek
fireplace	kozub
Viscum	imelo
butterbur	deväťsil
divozely	divozel
flamingo	plameniak
middle	stredný
Syrian	Sýrčan
Syrian	Sýrčanka
Western Asia	Západná Ázia
Palmyra	Palmýra
sudden	náhly
Great Hours	cárske časy
Falco columbarius	kobec
Accipiter nisus	krahulec
Tetrao	hlucháň
watering can	krhla
Saxicola	pŕhľaviar
Pleurotus	hliva
feeble	hlísta
morbidity	morbidita
spindle	bršlen
sink	drez
Cornus	svíb
Cornus	drieň
Sus	sviňa
Sus scrofa	diviak
myroblyte	myrotočec
coronavirus	koronavírus
great martyr	veľkomučeník
great martyress	veľkomučenica
protomartyr	prvomučeník
protomartyress	prvomučenica
tansy	vratič
consonant	spoluhláska
motorway	autostráda
cinematography	kinematografia
Juncus	sitina
aversion	nevôľa
bakery	pekáreň
pandemic	pandémia
spherical	guľatý
infectiology	infektológia
electrolyte	elektrolyt
epidemiology	epidemiológia
bungler	neschopák
innkeeper	krčmár
Juglans	orech
brawl	dračka
anemic	anemický
mustard	horčica
housing estate	sídlisko
Slovakia	stokár
Gypsy	Cigán
pro	profík
one-quarter of handful	štvrťhrsť
calligraphy	kaligrafia
admitted	dohodnutý
the shit	popičovka
it is possible	dá sa
stupidity	stupidita
advanced	vyspelý
advanced	rozvinutý
anonymous	anonymný
anonymous	bezmenný
move	posúvať
equinox	rovnodennosť
adultery	cudzoložstvo
maze	bludisko
vertigo	závrat
flypaper	mucholapka
draft	prievan
thimble	náprstok
moustache	fúz
hatred	nenávisť
employee	zamestnanec
cardinal point	svetová strana
charger	nabíjačka
obstacle	prekážka
coward	zbabelec
cowardly	zbabelý
cowardice	zbabelosť
courageousness	odvážnosť
boldness	smelosť
dary	smelý
extension cord	predlžovačka
nosy	vtieravý
prisoner	väzeň
railing	zábradlie
pendant	prívesok
pendant	príves
torture	mučenie
eyelash	riasa
repentant	kajúcny
door handle	kľučka
enviable	závideniahodný
slowly	pomaly
bulletproof vest	nepriestrelná vesta
swamp	močiar
earring	náušnica
snubný prsten	snubný prsteň
pimple	pupienok
sewer	kanalizácia
people	ľud
addition	sčítanie
behavior	správanie
commit suicide	spáchať samovraždu
only child	jedináčik
stone	ukameňovať
nostril	nosová dierka
gravedigger	hrobár
tendon	šľacha
grater	strúhadlo
fertility	plodnosť
sterility	neplodnosť
awake	vzbudiť
wake up	prebudiť
wake up	budiť
small leaf	lístok
monastery	kláštor
Russian doll	matrioška
candle wick	knôt
hug	objať
ľadový medveď	ľadový medveď
circumcision	obriezka
edible	požívateľný
daisy	sedmokráska
stanový kolík	stanový kolík
bark	štekať
meow	mňaukať
jump	skočiť
mummify	mumifikovať
umbilical cord	pupočná šnúra
guess	hádať
stick	lepiť
classmate	spolužiak
tattoo	tetovanie
grill	grilovať
fry	smažiť
proboscis	cuciak
spring	prameň
get drunk	opiť
net	sieť
dávať pozor	dávať pozor
pay attention	venovať pozornosť
attention	pozornosť
tamarisk	tamariška
plan view	pôdorys
uvula	čapík
hospital	nemocnica
fornicate	smilniť
weakness	slabina
ladle	naberačka
earth	pôda
cook	variť
chase	prenasledovať
hallucination	halucinácia
phlegm	hlien
nočný stolík	nočný stolík
publisher	nakladateľstvo
ammunition	munícia
ammunition	strelivo
shoot	strieľať
scratch	driapať
dependence	závislosť
accomplice	spolupáchateľ
herbivorous	bylinožravý
carnivorous	mäsožravý
herbivore	bylinožravec
carnivore	mäsožravec
perpetrator	páchateľ
teach	učiť
breastfeed	dojčiť
treat	ošetriť
avalanche	lavína
household	domácnosť
echo	ozvena
heard	ozvať
ashtray	popolník
baptize	krstiť
sorghum	cirok
occiput	tylo
prejudice	predsudok
judge	súdiť
alloy	zliatina
snowflake	snehová vločka
sermon	kázanie
catheter	katéter
half-moon	polmesiac
demigod	poloboh
soldering iron	spájkovačka
bray	híkať
become	ovdovieť
pollen	peľ
scrotum	miešok
erection	erekcia
cinder	ohorok
wheelbarrow	fúrik
detský domov	detský domov
childish	detský
children's home	decák
battery	batéria
smear	rozmazať
klystíru	klystír
mercenary	žoldnier
vavrína	vavrín
measles	osýpky
rabies	besnota
tributary	prítok
fingering	prstoklad
dub	dabovať
blaspheme	rúhať
rust	hrdza
heretic	kacír
caterpillar	husenica
connections	konexia
coronation	korunovácia
gall bladder	žlčník
bladder	mechúr
močový mechúr	močový mechúr
selfish	sebecký
shitty	na piču
flowerpot	kvetináč
flower	kvetina
prophesy	veštiť
predict	predpovedať
dickhead	skurvenec
shitty	na chuja
artificial respiration	umelé dýchanie
poplar	topoľ
peephole	priezor
producer	výrobca
Middle Ages	stredovek
prehistory	pravek
antiquity	starovek
tinderbox	kresadlo
lighter	zapaľovač
bullying	šikanovanie
glacier	ľadovec
pebble	okruhliak
licorice	sladovka
poacher	pytliak
bake	piecť
dragon	šarkan
disinherit	vydediť
inherit	dediť
namesake	menovec
namesake	menovkyňa
contemporary	súčasník
pasture	pasienok
mixer	miešačka
plough	orať
summer cep	dubák
dancer	tanečnica
genus	masliak
passerine	modrák
sow	siať
episode	epizóda
sledge	sánky
grape	hrozno
feasibility	vykonateľnosť
feasible	vykonateľný
female citizen	občianka
dam	hrádza
groundfloor	prízemie
kind	láskavý
celebrative	oslavný
female	nepriateľka
hostile	nepriateľský
testicle	semenník
incisor	rezák
sneeze	kýchnuť
tentacle	chápadlo
chive	pažítka
greensward	pažiť
complicated	zložitý
tick	tikať
tick	kliešť
generous	štedrý
generosity	štedrosť
territory	teritórium
theory	teória
hiccups	štikútka
hiccups	čkavka
hiccup	štikútať
hard work	drina
well	studňa
silt	nános
beggar	žobrák
vermin	háveď
membership	členstvo
diversity	rozmanitosť
choice	voľba
selection	výber
occasion	príležitosť
sobriety	triezvosť
ligament	väz
cradle	kolíska
whisper	šepkať
arrogant	arogantný
neglect	zanedbať
bribery	úplatkárstvo
shine	svietiť
rosin	kolofónia
mint	mincovňa
fragrance	vôňa
wrinkling	vrásnenie
sickle	kosák
thicket	húštie
eyebrow	obočie
adrenaline	adrenalín
lawn	trávnik
secret	tajomstvo
mast	sťažeň
sexologist	sexuológ
sexologist	sexuologička
scabbard	pošva
wrist	zápestie
graze	pásť
crossbow	kuša
creation	stvorenie
create	stvoriť
acorn	žaluď
diaper	plienka
grow	rásť
boiled oil	fermež
morning star	zornica
evening star	večernica
equality	rovnosť
inequality	nerovnosť
dig	ryť
usurp	uzurpovať
suitable	príhodný
event	príhoda
sweater	sveter
humanity	ľudstvo
friendship	priateľstvo
hostage	rukojemník
handball	hádzaná
childhood	detstvo
cross out	škrtnúť
asexuality	asexualita
velocity	rýchlosť
beehive	úľ
polecat	tchor
sperm bank	spermobanka
thread	niť
navel	pupok
chiromancer	chiromant
bleed	krvácať
mow	kosiť
chop	sekať
lesion	lézia
hormonal	hormonálny
mental	mentálny
mentality	mentalita
clasp-knife	krivák
maturity	dospieť
adult	dospelý
adulthood	dospelosť
ripeness	zrelosť
grow up	vyrásť
grow	zarásť
heal	zahojiť
heal	hojiť
barber surgeon	ránhojič
barber surgeon	felčiar
hurry	náhliť
redo	prerobiť
partition	predeliť
divide	deliť
round timber	guľatina
roll	gúľať
polemic	polemika
polemize	polemizovať
timber	rezivo
agony	agónia
count	počítať
burnt place	zhorenisko
burn	horieť
burn down	zhorieť
burnt place	spálenisko
wander	blúdiť
enough	dostatok
autocracy	samoderžavie
fracture	fraktúra
French curve	krividlo
emery paper	šmirgeľ
infertile	jalový
young man	šuhaj
lisp	šušlať
doze	driemať
cut	zárez
groove	ryha
prostate gland	predstojná žľaza
sandstone	pieskovec
claystone	ílovec
nervous	nervózny
pork	bravčový
kupčiť	kupčia
trade	kupčiť
knell	umieráčik
violinist	huslista
pianist	klavirista
pianist	klaviristka
love	ľúbiť
administration	administratíva
forge	kovať
bouillon	bujón
ableism	ableizmus
draff	mláto
mispronounce	ráčkovať
eloquence	výrečnosť
detective story	detektívka
genealogy	genealógia
flax	ľan
sievemaker	rešetár
battalion	batalión
whitish	belavý
stick	bakuľa
stick	krivuľa
stand	kostúr
female fallow deer	danielica
female fallow deer	danielka
intersection	križovatka
sticker	samolepka
masturbate	masturbovať
masturbation	masturbácia
awn	osť
awn	ôstie
pistol	pištoľ
factory	továreň
will	závet
march	mašírovať
grief	žiaľ
sadness	smútok
sadness	zármutok
harpoon	harpúna
archangel	archanjel
towel	uterák
bridegroom	ženích
dative case	datív
umbrella	dáždnik
musician	hudobník
cook	kuchár
clothing	odev
port	prístav
nightingale	slávik
snowman	snehuliak
vertebra	stavec
vertebrate	stavovec
vocative case	vokatív
genitive case	genitív
farm	majír
coffin	rakva
farmer	poľnohospodár
promise	sľúbiť
field	poľný
comparative	komparatív
airline	aerolínia
accordion	akordeón
lampshade	abažúr
anesthesia	anestézia
appetite	apetít
Asian	Ázijčan
baggage	bagáž
Berliner	Berlínčan
runner	bežec
billboard	bilbord
biologist	biológ
Bolshevik	boľševik
centrifuge	centrifúga
chronology	chronológia
cypress	cypriš
gift	darček
inheritance	dedičstvo
defibrillator	defibrilátor
decathlon	desaťboj
conveyor	dopravník
yeast	droždie
breathing	dýchanie
breathing	respirácia
Egyptology	egyptológia
ethylene	etylén
pheromone	feromón
bottle	fľaška
photocopy	fotokópia
gerontology	gerontológia
Hawaiian	Havajčan
hexagon	hexagón
hexagon	šesťuholník
Hong Konger	Hongkončan
hydrology	hydrológia
fieldfare	čvíkota
fieldfare	cvíčala
fieldfare	borovčiak
bullfinch	hýľ
interjection	interjekcia
Israeli	Izraelčan
Lacerta	Jašterica
Southerner	južan
Californian	Kalifornčan
claustrophobia	klaustrofóbia
coalition	koalícia
comment	komentár
creationism	kreacionizmus
quaternion	kvaternión
quadriplegia	kvadruplégia
Lithuanian	Litovčan
skiing	lyžiarstvo
millennium	tisícročie
Moldova	Moldavčan
mykology	mykológia
mythology	mytológia
neofascism	neofašizmus
ingratitude	nevďak
ingratitude	nevďačnosť
water lily	lekno
nitroglycerine	nitroglycerín
ontology	ontológia
pessimism	pesimizmus
coast	pobrežie
cheating	podvodníctvo
polygon	polygón
polygon	mnohouholník
Portuguese	Portugalčan
positron	pozitrón
predictability	predvídateľnosť
sanity	príčetnosť
prosaicness	prozaickosť
purism	purizmus
royalism	rojalizmus
cleanliness	rýdzosť
self-sufficiency	sebestačnosť
seismology	seizmológia
mucous membrane	sliznica
Senegalese	Senegalčan
sexology	sexuológia
Singaporean	Singapurčan
weakness	slabosť
Freemasonry	slobodomurárstvo
sociology	sociológia
society	spoločenstvo
spontaneity	spontánnosť
justice	spravodlivosť
quadrilateral	štvoruholník
quadrilateral	tetragón
surrealism	surrealizmus
syllogism	sylogizmus
traditionalism	tradicionalizmus
stubbornness	tvrdohlavosť
vegetarianism	vegetariánstvo
boastfulness	veľkohubosť
credibility	vierohodnosť
viticulture	vinohradníctvo
workaholism	vorkoholizmus
volcanology	vulkanológia
publisher	vydavateľstvo
wealthiness	zámožnosť
playfulness	žartovnosť
animality	živočíšnosť
effeminacy	zoženštenosť
veterinary medicine	zverolekárstvo
veterinary medicine	veterinárstvo
abolitionism	abolicionizmus
Adventism	adventizmus
agnosticism	agnosticizmus
acousticness	akustickosť
alphabetization	alfabetizácia
Anabaptism	anabaptizmus
antifascism	antifašizmus
anticapitalism	antikapitalizmus
anticolonialism	antikolonializmus
anthropocentrism	antropocentrizmus
anti-Semitism	antisemitizmus
astigmatism	astigmatizmus
biotechnology	biotechnológia
bureaucracy	byrokracia
characterization	charakterizácia
pathogenicity	choroboplodnosť
pathogenicity	patogénnosť
hyperopia	ďalekozrakosť
defecation	defekácia
decolonization	dekolonizácia
echolocation	echolokácia
electrification	elektrifikácia
emancipation	emancipácia
ethology	etológia
factorization	faktorizácia
phenomenalism	fenomenalizmus
federalism	federalizmus
finalism	finalizmus
bagpiper	gajdoš
geomagnetism	geomagnetizmus
gigantism	gigantizmus
gnosticism	gnosticizmus
gynocentrism	gynocentrizmus
androcentrism	androcentrizmus
hemisphere	pologuľa
hermaphroditism	hermafroditizmus
histopathology	histopatológia
homosexuality	homosexuálnosť
hospitalization	hospitalizácia
hydrophobia	hydrofóbia
idealism	idealizmus
identification	identifikácia
illumination	iluminácia
impressionism	impresionizmus
installation	inštalácia
inspiration	inšpirácia
interpretation	interpretácia
irrationalism	iracionalizmus
dining room	jedáleň
Jordanian	Jordánčan
calculation	kalkulácia
cannibalism	kanibalizmus
cataclysm	kataklizma
legalization	legalizácia
legalize	legalizovať
absorb	absorbovať
absorption	absorpcia
administer	administrovať
administration	administrácia
acclimatize	aklimatizovať
acclimatization	aklimatizácia
alkalize	alkalizovať
alkalinization	alkalizácia
bankrupt	bankrotovať
barricade	barikádovať
allocate	alokovať
allocation	alokácia
amputate	amputovať
amputation	amputácia
analyze	analyzovať
poll	anketovať
applaud	aplaudovať
magnetize	magnetizovať
magnetism	magnetizmus
magnetization	magnetizácia
abstinent	abstinentský
agnostic	agnostický
actualism	aktualizmus
-phobia	-fóbia
-philia	-fília
-phobe	-fób
abaya	abája
abbess	abatiša
abdication	abdikácia
ablative case	ablatív
absolutism	absolutizmus
abbreviation	abreviácia
abolition	abolícia
abstractionism	abstrakcionizmus
ablation	ablácia
acetylation	acetylácia
adaptation	adaptácia
adhesion	adhézia
adequate	adekvátny
adapt	adaptovať
adopt	adoptovať
adoration	adorácia
address	adresovať
aeronautic	aeronautický
aphasic	afatický
aggregation	agregácia
agglomeration	aglomerácia
aggravation	agravácia
aggressiveness	agresívnosť
agrobiology	agrobiológia
aggregate	agregát
aggressive	agresívny
agronomy	agronómia
accreditation	akreditácia
agritourism	agroturizmus
activation	aktivácia
accept	akceptovať
acceleration	akcelerácia
accommodation	akomodácia
accidental	akcidentálny
accumulation	akumulácia
accumulate	akumulovať
albinism	albinizmus
alchemical	alchymický
alchemy	alchýmia
allergen	alergén
allegory	alegória
alienation	alienácia
alliteration	aliterácia
alcoholization	alkoholizácia
algorithmization	algoritmizácia
algorithmize	algoritmizovať
algebraic	algebrický
alcoholize	alkoholizovať
amalgamation	amalgamácia
Americanization	amerikanizácia
Americanize	amerikanizovať
ambivalent	ambivalentný
amortize	amortizovať
amortization	amortizácia
anachronistic	anachronický
anachronism	anachronizmus
anarcho-pacifism	anarchopacifizmus
anarcho-syndicalism	anarchosyndikalizmus
anaphylaxis	anafylaxia
amplitude	amplitúda
anesthesiology	anestéziológia
Anglicanism	anglikanizmus
antagonistic	antagonistický
abnormal	anormálny
anticipation	anticipácia
anticipate	anticipovať
anti-Americanism	antiamerikanizmus
anti-globalism	antiglobalizmus
antifeminism	antifeminizmus
anti-militarism	antimilitarizmus
anticommunism	antikomunizmus
anti	antiboľševizmus
anti-globalization	antiglobalizácia
anti-Zionism	antisionizmus
anthropomorphism	antropomorfizmus
anthropomorphization	antropomorfizácia
antiracism	antirasizmus
anthropomorphic	antropomorfický
application	aplikácia
approximation	aproximácia
apologetic	apologetický
Arabism	arabizmus
approach	priblíženie
Arabisation	arabizácia
Arabize	arabizovať
archive	archivovať
reasonable	rozšafný
archdiocese	arcidiecéza
aristocracy	aristokracia
Argentinian	Argentínčan
arrogance	arogancia
argumentation	argumentácia
articulation	artikulácia
articulate	artikulovať
assertive	asertívny
assertiveness	asertívnosť
association	asociácia
assimilation	asimilácia
assimilate	asimilovať
asymmetry	asymetria
atomization	atomizácia
atomize	atomizovať
attack	atakovať
attractiveness	atraktívnosť
attraction	atrakcia
automation	automatizácia
automate	automatizovať
autoeroticism	autoerotizmus
authorization	autorizácia
authorize	autorizovať
autonomous	autonómny
autocracy	autokracia
Babism	bábizmus
Bahaism	bahaizmus
belittle	bagatelizovať
azimuthal	azimutálny
Bahraini	Bahrajňan
Balkanization	balkanizácia
embalm	balzamovať
balneology	balneológia
barbarisation	barbarizácia
barbarize	barbarizovať
baritone	barytón
barbarism	barbarizmus
behaviorism	behaviorizmus
beatification	beatifikácia
beatify	beatifikovať
flawlessness	bezchybnosť
flawlessly	bezchybne
concrete	betónovať
bestial	beštiálny
worthlessness	bezcennosť
duty-free	bezcolný
childless	bezdetný
childlessness	bezdetnosť
colourless	bezfarebný
colourlessness	bezfarebnosť
sinless	bezhriešny
sinlessness	bezhriešnosť
bloodless	bezkrvný
bloodlessly	bezkrvne
bloodlessness	bezkrvnosť
toothlessness	bezzubosť
celibacy	bezženstvo
bibliophilia	bibliofília
bicycle	bicyklovať
bifurcation	bifurkácia
bilingual	bilingválny
Belarusian	bieloruský
bioclimatology	bioklimatológia
biometeorology	biometeorológia
bisexual	bisexuálny
bisexuality	bisexuálnosť
bipolar	bipolárny
leukemia	bledokrvnosť
leukemia	bielokrvnosť
cinema screening room	kinosála
Bolshevism	boľševizmus
bolshevize	boľševizovať
Bogomil	bogomil
block	blokovať
Bolshevik	boľševický
boycott	bojkotovať
timid	bojazlivý
timidness	bojazlivosť
calendar	kalendár
unavailable	bezcestný
idealess	bezideový
hornless	bezrohý
bombastic	bombastický
bombastically	bombasticky
box	boxovať
Bosnian	bosniansky
Bosniak	bosniacky
boreal	boreálny
goalkeeper	brankár
briquet	briketa
brigantine	brigantína
diaphragm	bránica
fraternal	bratský
brochure	brožúra
brutal	brutálny
brutally	brutálne
brutality	brutalita
brutality	brutálnosť
build	budovať
brooch	brošňa
Buddhism	budhizmus
bronchial	bronchiálny
bulldozer	buldozér
yellow	bulvárny
bulimia	bulímia
bureaucratize	byrokratizovať
bureaucratization	byrokratizácia
bureaucratically	byrokraticky
basalt	čadič
waiting room	čakáreň
tsarism	cárizmus
Chamorro	čamorčina
campanology	campanológia
celibate	celibátny
chastushka	častuška
poetry	poézia
censor	cenzurovať
centripetal	centripetálny
centripetal	dostredivý
whole	celosť
ceremonial	ceremoniálny
ceremonially	ceremoniálne
centralization	centralizácia
central	centrálny
centrally	centrálne
characterize	charakterizovať
chaoticness	chaotickosť
garlic	cesnakový
chaotically	chaoticky
comb	česať
charisma	charizma
charismatic	charizmatický
charismatically	charizmaticky
chemotherapy	chemoterapia
chimerism	chimérizmus
chiral	chirálny
choreography	choreografia
Christianization	kristianizácia
chronologically	chronologicky
chromatography	chromatografia
chronically	chronicky
chronometry	chronometria
chrome	chrómovať
rumour	klebeta
spool	cievka
tin-plate	cínovať
Montenegrin	čiernohorský
chicory	cigória
intestinal	črevný
olfactory	čuchový
cynicism	cynizmus
cynicalness	cynickosť
cyclicality	cyklickosť
cytology	cytológia
daguerreotype	dagerotyp
teletype	ďalekopis
vain	daromný
fruitlessly	daromne
female	dámsky
male	pánsky
Darwinist	darvinistický
date	datovať
cooper	debnár
dedication	dedikácia
dedicate	dedikovať
debut	debutovať
deduce	dedukovať
decimal	decimálny
defenestrate	defenestrovať
defenestration	defenestrácia
defibrillation	defibrilácia
defensive	defenzívny
defensiveness	defenzívnosť
defensive	defenzíva
defensively	defenzívne
defeatism	defetizmus
defeatist	defetistický
deflation	deflácia
decapitation	dekapitácia
parade	defilovať
decadent	dekadentný
declaration	deklarácia
declare	deklarovať
delegation	delegácia
decolonize	dekolonizovať
demilitarization	demilitarizácia
demarcation	demarkácia
demilitarize	demilitarizovať
demonstration	demonštrácia
democratize	demokratizovať
denomination	denominácia
dendrology	dendrológia
deregulation	deregulácia
deprivation	deprivácia
deport	deportovať
decahedron	desaťsten
despotism	despotizmus
destabilization	destabilizácia
destabilize	destabilizovať
destruction	deštrukcia
destructive	deštruktívny
destructiveness	deštruktívnosť
determination	determinácia
devastation	devastácia
heliodor	heliodór
diabetic	diabetický
dialectology	dialektológia
diagonal	diagonálny
diagonally	diagonálne
dichotomy	dichotómia
discredit	diskreditovať
disqualify	diskvalifikovať
disqualification	diskvalifikácia
dislocation	dislokácia
discrimination	diskriminácia
divisionism	divizionizmus
voluntary	dobrovoľný
voluntarily	dobrovoľne
dogmatically	dogmaticky
documentation	dokumentácia
document	dokumentovať
domestication	domestikácia
domesticate	domestikovať
ty kokot	ty kokot
Donatism	donatizmus
force	donucovať
dopamine	dopamín
trust	dôverovať
dosimeter	dozimeter
dominate	dominovať
dignity	dôstojnosť
availability	dostupnosť
Phoxinus	čerebľa
synagogue	synagóga
dramatize	dramatizovať
dramatization	dramatizácia
dramatically	dramaticky
drastically	drasticky
lumberjack	drevorubač
Slovak alcoholic	hruškovica
alcoholic	čerešňovica
face	zoči-voči
