1	౧
next world	పరము
world	ఇహపరములు
world	ఇహలోకము
gift	ఒసగు
three	ముగ్గురు
three	మువ్వురు
son	కొమరుడు
cut	తునుము
Charminar	చార్మినారు
suburb	పేట
tinkling	గల
crackling	చిటచిట
again and again	మరిమరి
village	సిరిపురం
Lakshmi	సిరి
wealth	సిరిసంపదలు
axlewood	సిరిమాను
village	సిరికొండ
tank	కొలను
boy	గుంటడు
game	వామనగుంటలు
game	వానగుంటలు
pit	గుంత
cacao	కోకో
wealth	లచ్చి
hamlet	గూడెము
village	లచ్చిగూడెం
town	కొత్తగూడెం
darkness	అంధము
feeling	అనుభూతి
migrate	వలసపోవు
guesthouse	అతిథిగృహము
tree	జమ్మిచెట్టు
voice	ఆకాశవాణి
speech	అశరీరవాణి
divine	దివ్యవాణి
heavenly	దివ్యము
village	కోటగిరి
mother of pearl	ముత్యపుచిప్ప
transliteration	ప్రతిలేఖనము
transliterate	ప్రతిలిఖించు
bullcalf	కోడె
fairy	దివ్యభామ
supernatural	దివ్యచక్షువు
dagger	కటారి
dagger	బాకు
dagger	మొలకత్తి
nosering	ముక్కుపుడక
ring	నత్తు
head	తలవంచుకొను
door	తలవాకిలి
door	వాకిలి
agitation	తహతహ
merchant	శెట్టి
sister	అప్పచెల్లెలు
he	వీడు
hill	కొండవీడు
husband	లచ్చిమగడు
sickle	లిక్కి
sickle	కొడవలి
plough	నాగలి
laughter	వికవిక
breast	చనుగుబ్బ
veil	పయ్యెద
saree	ఓణీ
cloth	అంగవస్త్రము
shawl	శాలువ
pillow	తలగడ
bed	పడకయిల్లు
chair	పడకకుర్చీ
chair	వాలుకుర్చీ
seat	పీట
bench	బల్లపీట
bedroom	పడకిల్లు
heart	ఎద
cow	ఎదగొడ్డు
raft	బల్లకట్టు
cockroach	బల్లపురుగు
vaginal	యోనిద్వారము
clitoris	యోనిలింగము
marriage	యోనిసంకరము
clitoris	యోనిశీర్షము
Purana	లింగపురాణము
tortoise	కూర్మపృష్ఠము
Vishnu	పురాణపురుషుడు
village	మామిడిపల్లి
village	పల్లి
village	చింతపల్లి
village	ప్రత్తిపాడు
cotton	ప్రత్తి
flower	బీరపువ్వు
samosa	సమోస
banana	అరటితోట
flower	అరటిపువ్వు
banana	అరటిచెట్టు
Vishnu	పురాణదంపతులు
Purana	బ్రహ్మపురాణము
son	బ్రహ్మపుత్రుడు
secret	గుహ్యము
possible	సాధ్యము
impossible	అసాధ్యము
new	నవ్యము
new	నవ
knowledge	ఎరుక
Andhra Pradesh	రాయలసీమ
tamarind	సీమచింత
grimly	వికారముగా
cave	గిరికుహరము
snowy	హిమగిరి
Tirumala	శేషగిరి
ileum	శేషాంత్రము
senility	శేషావస్థ
remaining	శేషభాగము
quotient	భాగఫలము
waterfowl	మరాళము
swan	కలహంస
serpents	ఆదిశేషుడు
walk	నడక
walking	నడ
walking	నడపీనుగు
walk	నడచు
behave	నడచుకొను
behave	ప్రవర్తించు
corpse	పీనుగు
corpse	శవము
autopsy	శవపరీక్ష
bundle	మోపు
bear	మోయు
service	పరిచర్య
reaction	ప్రతిచర్య
give	ఇచ్చు
open	విచ్చు
drawn	విచ్చుకత్తి
abundantly	విరివిగా
heat	వేడి
rainfall	వర్షపాతము
crude	పచ్చకర్పూరము
calomel	రసకర్పూరము
camphor	ఘనసారము
camphor	కప్పురము
woman	కర్పూరగంధి
smell	దుర్వాసన
plough	కోటేరు
chase	కవ్వించు
fuel	ఇంధనము
fuel	ఇంధనవాయువు
envy	ఈర్ష్యపడు
Lord	పరమేశ్వరుడు
particle	ఉపసర్గ
suffix	పరసర్గ
own	తన
voluntarily	తనంత
glug	గుటగుట
suddenly	గబుక్కున
blubbering	లబలబ
boisterous	హోరు
wind	హోరుగాలి
roam	మసలు
rain	చిత్తజల్లు
rain	జల్లు
rain	వర్షించుట
who	ఎవ్వాడు
place	కడ
danger	ముప్పు
height	పొడుగు
childhood	చిన్నప్పుడు
rhetoric	శ్లేష
Saraswati	విద్యాదేవి
wealth	విద్యాధనము
place	స్థానము
dislocation	స్థానభ్రంశము
wise	బుద్ధుడు
Buddhism	బౌద్ధము
Buddhist	బౌద్ధుడు
Buddha	బుద్ధావతారము
known	బుద్ధ
Buddhist	బుద్ధగయ
mind	బుద్ధి
sound	వాచకము
word	వ్యంజకము
word	లక్షకము
bubble	బుద్బుదము
admonish	బుద్ధిచెప్పు
wise	బుద్ధిమంతుడు
sensible	బుద్ధిమంతురాలు
place	స్థలము
place	స్థలి
terrestrial	స్థలజము
resident	స్థలజ్ఞుడు
legend	స్థలపురాణము
Purana	పౌరాణము
Shiva	స్థాణువు
fixing	స్థాపన
fixing	స్థాపనము
firmness	స్థైర్యము
harm	హాని
Lakshmi	వరలక్ష్మి
nephew	మేనల్లుడు
niece	మేనకోడలు
uncle	మేనమామ
aunt	మేనత్త
wife	అర్ధాంగి
little girl	ఆడుబిడ్డ
motorcycle	మోటార్సైకిల్
sprout	మొలుచు
beautiful	చక్కని
Vishnu	శ్రీనివాసుడు
earth	నరలోకము
hole	గండి
doorway	గుమ్మము
village	లంకపల్లి
island	లంక
garden	మల్లెతోట
pond	కుంట
herd	ఆవులమంద
brackishness	చవుడు
prostitute	అంగడిబొమ్మ
shop	అంగడి
shopkeeper	అంగడికాడు
hill	సింహాచలము
bulletwood	సింహకేసరము
Shiva	సింహదంష్ట్రుడు
Mahabharata	సింహబలుడు
tin	సింహలము
village	జిల్లేడువలస
Calotropis gigantea	జిల్లెడు
dun	కర్రి
village	శివరామపురం
village	శ్రీనివాసపురం
Justicia	సింహాస్యము
river	ఏరు
milk	పాడి
village	బురదపాడు
fortunate	ధన్యుడు
piety	సత్కారము
way	సత్పథము
unconsciousness	మోహము
consciousness	మోహనము
Hanuman	ఆంజనేయుడు
smearing	పూత
moon	జాబిల్లి
float	తేలించు
village	గొల్లపల్లె
demon	హిరణ్యాక్షుడు
brahmin	భూదేవుడు
calamities	కడగండ్లు
villages	లక్ష్మీపురం
Telangana	తెలంగాణ
bottle	సీసా
పెంపుడు	కన్న
put	వేయు
field	పొలము
win	గెలువు
age	వయసు
arm	జబ్బ
poor	బీద
calf	దూడ
he	ఆయన
place	చోటు
mistake	పొరబాటు
curiously	కుతూహలంగా
rice paddy	వడ్లు
hip	తొంటి
curiosity	కుతూహలము
తాబేలు	తాబేలి
outer space	అంతరిక్షము
thought	మనోజవము
son	మనోజవసుడు
son	మనోజవుడు
goad	అంకుశము
man	అంశపురుషుడు
woman	ఆడమనిషి
lingam	లింగధారి
India	జంబూద్వీపము
fame	కీర్తి
praise	కీర్తించు
praise	అభినందించు
dead	కీర్తిశేషుడు
infamy	అపకీర్తి
hymn	కీర్తన
praise	కీర్తితము
tip	అగ్రము
worship	అగ్రపూజ
forearm	అగ్రపాణి
chief	అగ్రగణ్యుడు
forefoot	అగ్రపాదము
summit	శిఖరాగ్రము
head	అగ్రకార్మికుడు
elder brother	అగ్రజుడు
frenzy	వీరావేశము
invariableness	నిత్యత్వము
invariableness	నిత్యత
moon	అమృతకరుడు
vessel	అమృతకలశము
moon	అమృతకిరణుడు
running away	పలాయనము
fugitive	పలాయితుడు
stealing	అపహరణము
steal	అపహరించు
theft	అపహరింత
robbed	అపహృతము
seizing	హరణము
taken	హృతము
taken	ఆహృతము
elephant	గంధమాదనము
lemongrass	గంధకతృణము
Satyavati	మత్స్యగంధి
incarnation	మత్స్యావతారము
smell	గంధించు
smell	పరిమళించు
sulphate	గంధకితము
sulphuric acid	గంధకికామ్లము
elephant	గంధగజము
sulphurous acid	గంధికామ్లము
brimstone	గంధకాశ్మము
perfumer	గంధకారి
bedbug	గంధి
gooseberry	గంధామలకము
nose	గంధనాళి
perfume	సుగంధి
perfume	సౌగంధికుడు
water lily	సౌగంధికము
musk deer	గంధమృగము
civet	గంధమార్జాలము
muskrat	గంధాఖువు
Dhanvantari	సుధాపాణి
weeping	రోదనము
cry	రోదించు
Rudra	రుద్రాణి
palace	సౌధము
fortunate	ధన్యము
anode	ధనధ్రువము
cathode	ఋణధ్రువము
రాష్ట్రము	రాష్ట్రీయము
queen	రాజ్ఞి
queen	రాణి
cold	జలుబు
cold	శైత్యము
doctor	వైద్యుడు
physician	చికిత్సకుడు
put on	తొడుగు
lover	ప్రేమికుడు
lover	ప్రియుడు
sweetheart	ప్రేయసి
lover	ప్రేయసుడు
dear	ప్రేష్ఠము
gift	గోదానము
lineage	గోత్రము
sea	క్షీరాబ్ధి
rice	క్షీరాన్నము
man	రాజన్యుడు
impetuous	రాజసము
protection	రక్షణ
save	రక్షించు
protector	రక్షకుడు
Buddha	సిద్ధార్థుడు
Raghu	రఘువు
root	బుధ్నము
Siva	బుధ్నుడు
bottomless	అబుధ్నము
pomegranate	రక్తబీజము
pomegranate	దానిమ్మ
fruit	ఫలించు
war	సంగ్రామము
boa	రక్తపింజర
cuckoo	రక్తకంఠము
haemocoel	రక్తకుహరము
letter	ఌ
sea	రత్నగర్భుడు
bed	తల్పము
car	రథము
pork	పందిమాంసము
babbler	పందిజిట్ట
stomach	అన్నకోశము
beautiful	రమ్యము
Durga	అన్నపూర్ణ
ogre	రాక్షసి
Rakshasa	రాక్షసత్వము
Shiva	రాజశేఖరుడు
Yoga	రాజయోగము
royal	రాజకార్యము
Karna	రాధేయుడు
lotus	రాజీవము
Pandavas	కుంతి
two	ద్వయము
dualism	ద్వైతము
nonduality	అద్వైతము
snake	నాగము
Oleander	నాగకేసరము
Garuda	నాగాంతకుడు
place	ఎడ
separation	ఎడబాటు
plant	గోకంటకము
beam	అంకణము
act	అంకము
leader	అంకకాడు
Asclepius avida	మత్స్యాక్షి
flag	ధ్వజము
number	నంబరు
tree	నందివృక్షము
priest	నంబి
hunger	నకనక
blazingly	కనకన
rejoice	నందించు
garden	నందనవనము
copy	నకలు
first	పూర్వము
Shiva	రుద్రుడు
cemetery	రుద్రభూమి
cemetery	శ్మశానవాటిక
cemetery	వల్లకాడు
pound	పౌను
noble	కులీనుడు
canal	కుల్య
well being	కుశలము
eminent	పుష్కలము
white	శుక్లము
ass	ఖరము
defeat	పరాభవము
corruption	అవినీతి
creation	సృష్టి
create	సృష్టించు
competition	పోటీ
comb	దువ్వు
cough	కాసము
cucumber	దోస
describe	వివరించు
agreement	ఒడంబడిక
clever	మతిమంతుడు
loss	నష్టము
loss	నాశనము
illusion	భ్రమము
sneeze	తుమ్ము
top	భ్రమరకము
delusion	భ్రాంతి
gain	లాభము
profit and loss	లాభనష్టములు
gain	లాభించు
desire	ఆశించు
glad	ఆనందించు
act	అభినయించు
begin	ఆరంభించు
Mahabharata	నలుడు
passionate	క్రోధనుడు
rebirth	పునర్జన్మ
native	జన్మభూమి
native	జన్మదేశము
birthday	జన్మదినము
horoscopic	జన్మకుండలి
branch	శాఖ
branch	కొమ్మ
usual	సాధారణము
usual	సామాన్యము
crowd	గుంపు
emotion	రౌద్రము
Sukracharya	కావ్యుడు
raft	ప్లవము
lunar	సౌమ్యము
man	సౌమ్యుడు
Wednesday	సౌమ్యవారము
mounting	రోహణము
lunar mansion	రోహిణి
weight	గురుత్వము
aim	లక్ష్యము
security	లగ్నకుడు
cat's eye	వైడూర్యము
skin	త్వచము
leap	లంఘించు
shame	లజ్జ
offering	అందని పూలు దేవునికి అర్పణ
offering	అర్పణము
offered	అర్పితము
Ganesha	లంబోదరుడు
uvula	లంబిక
offering	అర్పణ
porridge	అంబటికీ ఆశ, మీసాలకూ ఆశ
wind	అగ్నికి వాయువు సహాయమయినట్టు
convenience	అనువు
man	అర్థము లేనివాడు వ్యర్థుడు
useless	వ్యర్థుడు
useless	వ్యర్థము
man	అర్థము లేనివాడు నిరర్థకుడు
useless	నిరర్థకుడు
walls have ears	గోడకు చెవులుంటాయి
vice	అన్నమదమువల్ల అన్ని మదములు కలుగుతవి
all	అన్ని
Sunday	అయితే ఆదివారం, కాకుంటే సోమవారం
whole	సంపూర్ణము
ladder	ఆకాశానికి నిచ్చెన వేశేవాడు
practice	అభ్యాసము
crookedness	వంకర
beginning	ఆరంభ శూరత్వము
heroism	శూరత్వము
beautiful	లలితము
Hindu	లలిత
saliva	లాలాజలము
female	లావిక
woman	పుష్పలావిక
sign	లలామము
clove	లవంగము
tasty	రుచ్యము
delicious	రుచికరము
bitterness	తిక్తము
saltness	ఉప్పన
garlic	లశునము
F.B.I.	కికి
emerald	మరకతము
coral	ప్రవాళము
quarter	పావు
dove	కపోతము
dancing	లాస్యము
Christianity	క్రైస్తవమతము
Hinduism	హిందూమతము
opinion	మతము
lightness	లాఘవము
desire	లాలస
beauty	లావణ్యము
insurance	బీమా
I need an interpreter	నాకు అనువాదకుడు కావాలి
blacksmith	కమ్మరి
bracelet	కంకణము
anklet	అందె
lullaby	జోలపాట
prosperity	కళ్యాణము
nickel	నికెలు
nickel	నికిలము
tungsten	తుంగస్థము
permit	వీసా
frozen	గడ్డకట్టిన
business	ఖాతా
consumer	వినియోగదారుడు
using	వినియోగము
order	నియోగము
excessive	విమోహము
prefix	వి-
change	విక్రియ
prepuce	ముందోలు
well	విక్రీడితము
great	విఖ్యాతి
quite	విగతము
agitation	విక్షోభము
grief	క్షోభ
distressed	క్షోభించు
past	గతము
hindrance	విఘాతము
surprise	విచిత్రము
otter	ఉద్రము
motionlessness	విచేష్ట
female	చాకిత
ceiling	లోకప్పు
widow	వితంతువు
physical	భౌతిక
physiognomy	ముఖాకృతి
pinna	పిచ్ఛము
phytoplankton	వృక్షప్లవకము
prefix	వృక్ష-
phytogeography	వృక్షభౌగోళికశాస్త్రము
geography	భౌగోళికశాస్త్రము
poisonous	విషముష్టి
prefix	విష-
carries	విషధరుడు
malignant	విషజ్వరము
snake	విషధరము
tree	ముష్టిచెట్టు
woman	వీర
hero	వీరపత్ని
bile	పిత్తము
gall bladder	పిత్తకోశము
younger	పినతండ్రి
younger	పినతల్లి
thirst	పిపాస
Pennar	పినాకిని
sacred fig	పిప్పలము
buttock	పిర్ర
toe ring	మట్టె
skirt	కొంగు
bubble	బుడగ
cheek	బుగ్గ
paternal	బామ్మ
new	నూతనము
ancient	ప్రాచీనము
ancient	ప్రాత
morning	ప్రాతః
Telugu	ప్రా
Telugu	ప్ర
old	ప్రాయిల్లు
rented	అద్దెయిల్లు
family	ఇంటిగుట్టు
secret	గుట్టు
cluster	గుచ్ఛము
hill	గుట్ట
swing	డోల
festival	డోలోత్సవము
Telugu	తః
letter	అః
day after tomorrow	ఎల్లుండి
boundary	ఎల్లరాయి
ratsbane	ఎలికపాషాణము
then	అప్పుడు
sometimes	అప్పుడప్పుడు
bitch	శుని
sun	పూషుడు
beads	పూసలవాడు
she	ఆవిడ
she	ఈవిడ
Tamil	అరవము
footprint	అడుగుజాడ
courtesan	అప్సరస
fabrication	కల్పన
make	కల్పించు
take	చేపట్టు
handful	చేరెడు
hand	చేర
tea leaf	తేయాకు
tea	తేనీరు
deep	నిమ్నము
uneven	నిమ్నోన్నతము
deep	లోతు
atheism	నాస్తిక్యము
movable	చరాస్తి
stick	ఆసుకోవి
frame	ఆసుమాను
ink	ఇంకి
younger	చిన్నచెల్లెలు
elder	పెద్దచెల్లెలు
friendship	చెలిమి
friend	చెలికాడు
friend	చెలిమికాడు
seashore	చెలియలికట్ట
friend	చెలియ
going	సహగమనము
belly	ఉదరపోషణము
nourishing	పోషణము
example	ఉదాహరణము
instance	ఉదాహరించు
north	ఉదీచి
fig tree	ఉదుంబరము
fig tree	మేడి
fruit	మేడిపండు
fig tree	అత్తి
chlorine	హరినము
colonel	కర్నల్
major	మేజరు
minor	మైనరు
subedar	సుబేదారు
armed forces	సైనిక
army	సైన్యము
soldier	సైనికుడు
servant	సేవకుడు
human	మానవ
man	మనుజుడు
man	మనుష్యుడు
hill	అద్రికాకము
king	అద్రిరాజము
Parvati	అద్రిజ
Parvati	అద్రితనయ
alms	అధార్మికుడు
good	ధార్మికుడు
squint	మెల్ల
barking deer	కుక్కగొర్రె
stuff	కుక్కు
poetaster	కుకవి
Tuesday	కుజవారము
yes	ఔనౌను
stamp	స్టాంపు
postage stamp	తపాలాబిళ్ల
disc	బిళ్ల
praise	స్తోత్రము
shave	గొరుగు
shaven	గొరిగించు
chain	గొలుసు
Israel	ఇజ్రాయిల్
raga	కోకిలప్రియ
Carnatic	రసికప్రియ
Benares	కోసలము
feminine	-త
maid	కత్తె
playmate	చెలికత్తె
zebra	చారలగుర్రము
mule	కంచరగాడిద
sea	అబ్ధి
Lakshmi	అబ్ధిజ
prefix	ఆ-
call	అను
police	పోలీసు
sodium	సోడియము
metal	పొటాషియము
atomic number	కాడ్మియము
lithium	లిథియము
word	అపశబ్దము
metallic	రుబీడియము
atomic number	సీజియము
girl	శ్యామ
melodious	శ్రావ్యము
black	శ్యామము
blackness	శ్యామలత్వము
Fr	ఫ్రాన్షియము
Rāma	శత్రుఘ్నుడు
enmity	శత్రుత్వము
green gram	పెసర
green gram	పెసరపప్పు
field	పెసరచేను
field	చేను
Basella alba	బచ్చలి
testicle	ముష్కము
three	మువ్వన్నె
colour	వన్నె
yellow	పసుపుతాడు
rope	త్రాడు
wood	హరిద్రువు
emerald	హరిన్మణి
Hari	హరిహరాదులు
expelling	హరము
eleventh	హరివాసరము
gift	అరణము
orpiment	హరిదళము
Japan	జపాను
China	చీనా
China	చీనాపంచదార
general	సేనాపతి
general	సేనాధిపతి
lotus	పద్మవ్యూహము
fast	బొటబొట
road	బాట
traveller	బాటసారి
five	పంచభక్ష్యములు
eatable	భక్ష్యము
edible	భోజ్యము
licked	లేహ్యము
sucked	చోష్యము
water	పానీయము
enjoyment	భోగము
eight	అష్టభోగములు
mattress	పరుపు
cloth	వస్త్రము
eight	అష్టదిక్కులు
regents	అష్టదిక్పాలకులు
eight	అష్టపాత్రములు
equestrian	హయవాహనుడు
sacrifice	హయమేధము
Vishnu	హయవదనుడు
number	సంఖ్య
Pakistan	పాకిస్తాను
East Pakistan	తూర్పు పాకిస్తాను
hole	కన్నము
burglary	కన్నమువేయు
child	కన్నబిడ్డ
father	కన్నతండ్రి
mother	కన్నతల్లి
Kannada	కర్నాటకము
cadmium	కాద్మము
rubidium	రూపదము
beryllium	బెరీలియము
beryllium	విదురము
magnesium	మెగ్నీషియము
plunged	మగ్నము
tailor	దర్జీ
circumambulation	గుడిప్రదక్షిణము
distance	ఎడము
prostitution	పడుపు
prostitute	పడుపుకొమ్మ
Down syndrome	డౌన్ సిండ్రోము
food	పడుపుకూడు
beifer	పడ్డ
falling	పతనము
saltpetre	పెట్లుప్పు
saltpetre	సురేకారము
spectacles	సులోచనము
sultan	సుల్తాను
easy	సులభము
easy	సులభుడు
accessible	భక్తసులభుడు
drinker	త్రాగుబోతు
drinking	త్రాగుడు
lithium	గ్రావము
helium	హీలియము
Sun	సౌరము
Sun	సౌరమతము
boron	బోరాను
coin	టంకము
crosswise	అడ్డముగా
ductility	తన్యత
creep	పాకు
climbing	ప్రాకుడు
creep	పాకులాడు
creep	ప్రాకులాడు
nitrogen	సారజనకము
oxygen	ఆమ్లజనకము
fluorine	ఫ్లోరీను
neon	నియాను
middling	మధ్యముడు
mediation	మధ్యవర్తిత్వము
umpire	మధ్యస్థుడు
midnight	మధ్యరాత్రము
night	రాత్రము
up	ఎగ
comb	ఎగదువ్వు
suck	ఎగగ్రోలు
scatter	ఎగజల్లు
kick up	ఎగదన్ను
creep	ఎగబ్రాకు
excess	ఎక్కువ
less	తక్కువ
more or less	ఎక్కువతక్కువ
more or less	ఎక్కువతక్కువగా
sound	మ్రోగు
sound	మోగు
noise	మ్రోత
bow	మ్రొక్కు
bow	మొక్కు
vow	మ్రొక్కుబడి
vow	మొక్కుబడి
ring	మ్రోగించు
ring	మోగించు
relinquish	వర్జించు
avoided	వర్జితము
lotus	కంజము
wax	మైనము
tangle	మలక
month	మలమాసము
close	మోడ్చు
close	మోడుచు
folding	మోడుపు
folding	మోడ్పు
Wednesday	పెద్దవారము
atomic number	అల్యూమినియము
aluminium	స్ఫటము
silicon	సిలికాను
atomic number	భాస్వరము
phosphorus	స్ఫురము
chlorine	క్లోరిను
argon	ఆర్గాను
argon	ఆర్గనము
calcium	కాల్షియము
calcium	ఖటికము
vomit	క్రక్కు
bramble	క్రంప
kite	గ్రద్ద
turn	త్రిప్పు
turn	తిప్పు
affix	త్వము
affix	-త్వము
Telugu	త్రైలింగ్యము
cobra	త్రాచు
cobra	తాచు
first	తొలి
depart	తొలుగు
step	తొక్కు
step	త్రొక్కు
tread	తొక్కించు
tread	త్రొక్కించు
rider	రౌతు
rider	రవుతు
Rahu	రాహుకేతులు
wife	ఆలు గుణవంతురాలు అయితే, మేలు కలుగును
desire	ఆశ లేనివానికి దేశమెందుకు
cat	ఇంటి పిల్లికి పొరుగింటి పిల్లి తోడు
palmyra	ఊర పిచ్చుక మీద తాటికాయ వుంచినట్టు
bullock	ఎద్దు మోశినంత, గోనె పట్టినంత
sack	గోనె
sack	గోనియ
bullock	ఎద్దు వలె తిని మొద్దు వలె నిద్ర పోయినట్టు
sleep	నిద్ర
block	మొద్దు
boneless	ఎముకలేని నాలుక యెట్లా తిప్పినా తిరుగుతుంది
boneless	ఎముకలేని
devoid	లేని
affix	-లేని
faultless	తప్పులేని
mouthless	నోరులేని
priceless	వెలలేని
senseless	తెలివిలేని
wireless	తీగెలేని
vine	తీగె
motherless	తల్లిలేని
endless	అంతములేని
sorrow	దుఃఖములేని
tasteless	రుచిలేని
fatherless	తండ్రిలేని
speech	ఎరువు సతము కాదు, వాక్కు తోడు కాదు
lending	ఎరువు
permanent	సతము
rat	ఎలుక యెంత యేడ్చినా, పిల్లి తన పట్టు వదలదు
if	అయితే
span	ఎవరి జానతో వారు యెనిమిది జానలే
mixed	ఏట్లో కలిపిన చింతపండు
incomparable	సాటిలేని
fearless	భయములేని
flightless	ఎగురలేని
careless	శ్రద్ధలేని
breathless	ఊపిరిలేని
colourless	రంగులేని
ductless	నాళములేని
homeless	వసతిలేని
extend	పొడిగించు
sanction	శాంక్షను
allowance	అలవెన్సు
dispute	తగవు
dispute	తగువు
beautifully	చక్కగా
Lakshmi	ధనలక్ష్మి
quick	శీఘ్రము
steadiness	నిదానము
quickness	వేగము
word	ఉక్తి
clothes	ఉడుపులు
clothes	దుస్తులు
skein	వార
guarding	వారణము
soda	సోడా
distinct	భిన్నము
step-brothers	భిన్నోదరులు
children	ఏకోదరులు
distinctly	భిన్నముగా
great-grandmother	ప్రపితామహి
dig	త్రవ్వు
dig	తవ్వు
excavation	తవ్వకము
abridgment	క్రోడీకరణము
abridge	క్రోడీకరించు
three	త్రిలోకము
plait	వేణి
affliction	క్లేశము
army	పరి
army	పరిగమి
Frenchman	పరాసుడు
French	పరాసులు
dead	పరాసువు
extinction	పరాసనము
extinction	పరాసత్వము
take	పరిగ్రహించు
prefix	పరి-
think	పరిగణించు
affliction	పరిక్లేశము
estimation	పరిగణనము
hand	పాణి
wedding	పాణిగ్రహణము
palm	పాణితలము
bier	పాడె
sin	పాతకము
doubles	టెన్నిసు
telephone	టెలిఫోను
New Year's Day	సంవత్సరాది
much	బహు
surface	తలము
regiment	పటాలము
peacock	చిత్రపక్షము
mutual	అన్యోన్యము
stranger	అన్యుడు
amicably	అన్యోన్యముగా
innuendo	అన్యాపదేశము
innuendo	అన్యాపదేశముగా
Almighty	పరాత్పరుడు
film	సినిమా
water lily	కైరవము
gambler	కైరవుడు
circumference	చుట్టుకొలత
measurement	కొలత
morris dance	కోలాటము
uproar	కోలాహలము
Vishnu	కూర్మావతారము
simple	ముగ్ధము
maiden	ముద్దరాలు
examiner	పరీక్షకుడు
sibling	తోబుట్టువు
prefix	పూ-
cluster	పూగుత్తి
branch	పూగొమ్మ
spring	పూదరి
oil	పూనూనె
fruit	పూబిందె
salaam	సలాము
Cupid	పూవిలుకాడు
fruit	పిందె
fruit	పిందియ
earth	మట్టి
ignored	మట్టి కొట్టుకుపోవు
crude oil	ముడి చమురు
raw material	ముడి సరుకు
ore	ఖనిజము
mine	ఖని
mineralogy	ఖనిజశాస్త్రము
mineral acid	ఖనిజామ్లము
digging	ఖననము
parade	ఊరేగించు
procession	ఊరేగింపు
pickle	ఊరగాయ
village	ఊర
village	ఊరపంది
fruit	తాటికాయ
above	మీద
elephant	ఏనుగ మదిస్తే నెత్తిన మన్ను వేసుకొంటున్నది
elephant	ఏనుగల పోట్లాటకు యేట్రింత రాయభారము
twist	ఏరు యెన్ని వంకలు పోయినా, సముద్రములోనే పడవలెను
lie	ఒక అబద్ధము కమ్మడానకు వెయ్యి అబద్ధాలు కావలెను
thousand	వెయ్యి
sword	ఒక వరలో రెండు కత్తులు యిమడవు
ten	ఒక్కడి సంపాద్యము పది మంది పాలు
people	మంది
seventeen	పదియేడు
fit	సంపాద్యము
earn	సంపాదకుడు
earned	సంపాదితము
elephant	ఏనుగ
mud	మన్ను
mud	మను
lid	కంటికి రెప్ప, కాలికి చెప్పు
fraud	కంసాలి మాయ కంసాలికి గాని తెలియదు
goldsmith	కంసాలి
goldsmith	కంసాలవాడు
quality	గుణము
multiplication	గుణితము
scandium	స్కాండియము
scandium	స్కందము
titanium	టైటానియము
titanium	తితనము
chromium	క్రోమియము
chromium	క్రమిదము
atomic number	మాంగనీసు
manganese	మాంగనము
girl	అమ్మాయి
she	ఈమె
goddess	ఎక్కలమ్మ
goddess	ఎర్రపోతమ్మ
goddess	కూణలమ్మ
goddess	గంగానమ్మ
goddess	చౌడమ్మ
goddess	చవుడమ్మ
grandmother	తాతమ్మ
village	పావులూరు
goddess	పుట్టలమ్మ
goddess	పోలేరమ్మ
goddess	బువ్వమ్మ
mountain	మలయమ్మ
woman	మాచకమ్మ
woman	మాసకమ్మ
goddess	ముత్యాలమ్మ
old	ముసలమ్మ
old	ముసలి
tender	పసి
eye	కన్ను మూస్తే కల
dung	ముటము
needles	కమ్మర వీధిలో సూదులు అమ్మినట్టు
needle	సూది
blacksmith	కమ్మర
child	కరువులో బిడ్డను అమ్ముకొన్నట్టు
relatives	కలిగిన వారికి అందరూ చుట్టాలే
negotiation	రాయబారము
negotiation	రాయభారము
ambassador	రాయబారి
ambassador	రాయభారి
enemy	కానివాని కొంప కాచి చెరచవలెను
accusation	కాలము పోను, మాట నిలుచును
dog	కుక్క వస్తే రాయి దొరకదు, రాయి దొరికితే కుక్క రాదు
scorpion	కుట్టితే తేలు, కుట్టకుంటే కుమ్మర పురుగు
pot	కుమ్మర వీధిలో కుండలు అమ్మినట్టు
boulder	కొండ మీదినుండి బండ దొర్లించినట్టు
daughter-in-law	కోడలు నలుపు అయితే, కులమంతా నలుపు
crab	పీత
crab	కర్కటము
crab	కుళీరము
Fatima	ఫాతిమా
Ali	అలీ
maulana	మౌలానా
offspring	సంతతి
child	సంతానము
ligature	మ్ము
ligature	హీ
ligature	హే
ligature	హా
ligature	హై
younger brother	అనుజుడు
give	ఇమ్ము
respect	మానుషము
woman	మానుషి
buying	క్రయవిక్రయములు
morphology	స్వరూపశాస్త్రము
mole	మచ్చ
multicellular	బహుకణ
Telugu	ఆంధ్రరాజ్యము
Andhra	ఆంధ్రరాష్ట్రము
place	ప్రదేశము
come	రమ్ము
useless	బీరు
useless	బీరుపోవు
rubbing	విమర్దనము
squeezing	అంగమర్దనము
multinational	బహుళజాతీయ
abundant	బహుళము
epithet	బహువ్రీహి
present	బహుమానము
children	బహుసుత
clamorous	బహుస్వనము
girlfriend	స్నేహితురాలు
housewife	ఇల్లాలు
similar	అభేదము
industrialist	పారిశ్రామికవేత్త
industry	పరిశ్రమ
industry	పరిశ్రమము
toil	శ్రమ
trouble	శ్రమపెట్టు
industrious	శ్రమకము
sense	అతీంద్రియము
organ	కర్మేంద్రియము
fifth	పంచముడు
poor	పేదలు
poverty	పేదరికము
indigent	పేదరాలు
poor	పేదవాడు
