free	gratis
tattoo	tatovering
information	informasjon
tattoo	tatovere
outer	ytre
scavenger	åtseletar
carnivore	kjøtetar
herbivore	planteetar
trawler	trålar
fanatic	fanatikar
farm worker	gardsarbeidar
islander	øybuar
shapeshifter	hamløypar
spare	skåne
musician	musikar
robber	ranar
Palestinian	palestinar
smoke	røykja
newcomer	nykomar
newcomer	nykommar
fox hole	revehi
brotherhood	brorskap
whaler	kvalfangar
red fox	raudrev
loudspeaker	høgtalar
contact lens	kontaktlinse
dentist	tannlækjar
avenge	hemna
rabbi	rabbinar
employee	arbeidstakar
employer	arbeidsgjevar
employer	arbeidsgivar
peacock	påfugl
small	småting
nurse	sjukepleiar
mathematician	matematikar
commander	hærførar
mix	hever
alcoholic	alkoholikar
artist	kunstnar
toothpick	tannpirkar
radiography	røntgen
half-moon	halvmåne
angstrom	ångstrøm
smear	kline
Bangladeshi	bangladeshar
Emirati	emiratarabar
European	europear
North American	nordamerikanar
South American	søramerikanar
gallows humor	galgenhumor
auto da fe	autodafé
denomination	baptisme
unlikely	neppe
charge	ladar
Sephardi	sefard
hard disk	harddisk
child	barnesoldat
Delphinus	springar
eg	eg har eit spørsmål
sight	sikte
stake	staur
carpenter	tømrar
platform	perrong
strengthen	styrkja
mass murderer	massemordar
simony	simoni
jack	jekk
Phoenician	fønikar
oesophagus	matrøyr
driver	bilførar
smile	smil
ray	solstråle
celebrate	feira
republican	republikanar
democracy	folkestyre
democratic	folkestyrd
democratic	folkestyrt
krill	kril
municipality	kommune
still	framleis
lover	elskar
mistress	elskarinne
bleach	bleikja
stairs	trapp
hateful	hatefull
escalator	rulletrapp
Iceland	sagaøya
killjoy	glededrepar
killjoy	gledesdrepar
coat hanger	kleshengjar
coat hanger	kleshengar
coat hanger	klehengjar
coat hanger	klehengar
coat hanger	kledehengjar
coat hanger	kledehengar
game	leik
loaf	loff
female	simle
condor	kondor
shiver	gyse
gentle	blid
Advent calendar	adventskalender
nutcracker	nøtteknekkjar
nutcracker	nøtteknekkar
buyer	kjøpar
seller	seljar
member	AUF-ar
seat	sesse
Ferris wheel	pariserhjul
gear	tannhjul
policeman	politimann
onomatopoeia	onomatopoetikon
raft	flåte
squash	skvåsj
otter	oter
Kabyle	kabylsk
whale	kval
guillemet	sjevron
kitchen	turu
ovary	ovarium
whine	syte
trur	trur du på Gud
sexual orientation	seksuell orientering
seat	sess
Neanderthal	neandertalar
ravine	juv
change	vri
physicist	fysikar
correction	retting
leiar	leia
columbarium	kolumbarium
upon	tiltre
cymbal	symbal
bleat	brek
hypnotism	hypnotisme
Populus tremula	osp
paintbrush	pensel
toupee	tupé
country	køntri
socket	stikkontakt
connection	forbindelse
Internet	nettet
philosophical	filosofisk
liturgical	liturgisk
come up with	finne på
lighthouse	fyrtårn
need	turft
foundation	grunnmur
domesticator	temmar
a lot	mykje
housing	hybel
suicide bomber	sjølvmordsbombar
gorge	gjel
lift	hiva
grasp	begripe
observatory	observatorium
there	derne
lake	tjørn
among	blant andre
bottom	grunn
more	fleire
great	bugge
confectioner	konditor
weekend	helg
exit	utgang
hunt	veida
dark energy	mørk energi
dark matter	mørk materie
nightmare	mareritt
sly	sløg
fuck	føkk
filling	fylling
make	rauda
column	kolonne
chronology	kronologi
simulation	simulering
away	borte
simultaneously	samstundes
eastern	austleg
western	vestleg
northern	nordleg
southern	sørleg
activate	aktivere
agreement	einig
tadpole	rumpetroll
common	vanleg
uncommon	uvanleg
author	forfattar
probable	truverdig
jarnbanestasjon	stasjon
politician	politikar
Christmas Eve	julaftan
Christmas Eve	jolaftan
around	rundt
brain	heile
bread	kneippbrød
different	ulik
about	om lag
addition	tillegg
drive	køyra
independent	sjølvstendig
each other	kvarandre
inventory	inventarium
calendar	kalendarium
your	dokkar
village	grend
continuously	trutt
outside	utanfor
possible	mogeleg
impossible	umogeleg
busy	oppteken
lorry	lastebil
ask	spørja
Catholicism	katolisisme
web page	nettside
candle	stearinlys
visit	besøk
Communion	nattverd
biathlon	skiskyting
celibacy	sølibat
archbishop	erkebiskop
railway station	jernbanestasjon
written	skriftspråk
mother tongue	morsmål
nationality	nasjonalitet
hymnbook	salmebok
conjugation	verbbøying
stereo	stereoanlegg
Catholic	katolikk
catechism	katekisme
pavement	fortau
capital punishment	dødsstraff
patient	pasient
magic wand	tryllestav
expression	uttrykk
diocese	bispedømme
experience	oppleva
Sami	samisk
Cyrillic	kyrillisk
Latvian	latvisk
Ligurian	monegaskisk
Occitan	oksitansk
Aramaic	arameisk
experience	oppleving
already	allereie
beautiful	nydeleg
plow	plog
indirect	indirekte
structural	strukturell
healthy	sunn
sibling	storebror
refectory	refektorium
sound	høyrast
see	sjåast
fix	kverrsetja
news	nyhende
happen	leggjast
worker's compensation	yrkesskadeerstatning
kitchen	kjøkkenbenk
stove	komfyr
driver	sjåfør
taxi driver	taxisjåfør
given	gjevast
given	givast
suggestion	framlegg
flain	flegen
individual	artsfrende
must	måtta
world war	verdskrig
capital city	hovudstad
enjoy	delikatere
populate	folke
Lama guanicoe	guanako
female	kvinneleg
male	mannleg
still	endå
beginning	byrjing
alone	åleine
right	høgre
here	herifrå
dangerous	farleg
calculate	rekna
strange	underleg
tell	fortelja
very	svært
cash	kontant
credit	på kreditt
economic	kreditt
credit card	med kort
prepaid	kontantkort
therefore	derfor
probable	venteleg
improve	betra
improve	forbetra
previous	førre
kindergarten	barnehage
rolling pin	kjevle
known	kjent
actual	eigentleg
difficult	vanskeleg
suicide	sjølvmord
space	verdsrom
death-bearing	drepande
still	enno
bad	dårleg
obvious	sjølvsagd
of course	sjølvsagt
recent	nyleg
unbelievable	ufatteleg
decision	avgjerd
foreign minister	utanriksminister
final	endeleg
government	styremakt
terrible	forferdeleg
restless	uroleg
moving	roleg
feeling	kjensle
help	hjelpa
if	dersom
servile	servil
size	storleik
in front of	framfor
complete	fullstendig
rebellion	opprør
rebellion	oppreist
century	hundreår
rest	kvila
direction	retning
unique	eineståande
proper	ordentleg
honest	ærleg
feel	kjenna
decide	avgjera
nice	hyggjeleg
frightening	skremmande
weather	uvêr
revelation	openberring
fear	frykt
boathouse	naust
personal	personleg
distance	avstand
influence	innverknad
influence	påverknad
employ	tilsetja
employed	tilsett
countryside	landsbygd
adult	vaksen
peaceful	fredeleg
both	båe
proximity	nærleik
battlefield	slagmark
concentrate	konsentrera
rape	valdtekt
warn	åtvara
science	vitskap
composer	komponist
afterwards	etterpå
Christmas tree	joletre
military	militær
develop	utvikla
developer	utviklar
either	anten
neo-Nazi	nynazist
literal	bokstavleg
sudden	plutseleg
past	utanom
mean	gjerrig
serious	alvorleg
competition	konkurranse
generation	generasjon
tradition	tradisjon
remove	fjerna
strange	merkeleg
precisely	nemleg
Bronze Age	bronsealder
bronze	bronse
immensely	enormt
past	fortid
good	skikkeleg
small	tert
parent	forelder
vegetarian	vegetarianar
vegetation	vegetasjon
smash	mylja
will	testamentera
challenge	utfordring
challenge	utfordra
challenging	utfordrande
challenger	utfordrar
lieutenant	løytnant
invasion	invasjon
revenge	hemn
spiritual	åndeleg
task	oppgåve
sex	kjønn
teem	kry
inevitable	uunngåeleg
hundreds	hundrevis
fate	lagnad
necessary	naudsynt
necessary	naudsynleg
ridiculous	latterleg
ridiculous	låtteleg
fascinate	fasinera
fascinating	fasinerande
revolution	revolusjon
Stavanger	siddis
wee	kuke
prepare	førebu
visit	besøkja
defector	avhoppar
correct	rettkomen
pleased	fornøgd
year	årevis
public	offentleg
from	utanfrå
human	menneskeleg
difference	skilnad
pekar	peke
viewer	sjåar
astonishing	forbløffande
astonish	forbløffa
depression	kulp
stunned	paff
pretzel	kringle
wedding	bryllaup
safety	tryggleik
southward	sørover
northward	nordover
westward	vestover
eastwards	austover
independence	sjølvstende
incident	hending
evidently	tydelegvis
survive	overleva
international	internasjonal
hunt	jakta
hunter	jaktar
Greenland shark	håkjerring
treaty	traktat
fucked	fucka
embrace	famn
massage	massasje
embarrassing	pinleg
mother-in-law	svigermor
breast implant	brystimplantat
inside	innanfor
increase	auke
biscuit	kjeks
density	tjukke
enjoy	trivast
compare	samanlikna
perpetrator	gjerningsmann
detached	frittståande
West European	vesteuropeisk
revolutionary	revolusjonær
non-political	upolitisk
sacrifice	ofra
sexton	klokkar
church bell	kyrkjeklokke
doorbell	dørklokke
miracle	mirakel
anonymity	anonymitet
conquer	erobra
awaken	vekkja
defence	forsvar
defend	forsvara
offer	tilbod
partner	partnar
unexpected	uventa
loosen	løysa
eruption	utbrot
careful	varsam
golden age	gullalder
more	nærmare
closely	nært
more	nærare
conjurer	tryllekunstnar
bloodhound	blodhund
house	rorbu
nuclear physics	kjernefysikk
core	kjerne
joke	spøk
haunt	spøkja
apology	orsaking
confuse	forvirra
banana republic	bananrepublikk
traffic sign	skilting
sign	skilta
enjoyable	koseleg
Achilles tendon	akillessen
sexual	seksuell
sexually	seksuelt
dependent	avhengig
away	heimanfrå
small	vesle
jungle	jungel
pickpocket	lommetjuv
realise	innsjå
overspend	øydar
road train	vogntog
silencer	lydpotte
silencer	lyddempar
cuddly toy	kosedyr
beauty	skjønnheit
beauty	venleik
frighten	skremma
nest	hekka
electrician	elektrikar
binoculars	kikert
lion's mane jellyfish	brennmanet
moon jellyfish	glasmanet
central heating	sentralvarme
accident	ulukke
varnish	ferniss
satellite dish	parabolantenne
cosmic	kosmisk
spokesman	talsmann
spokeswoman	talskvinne
loyal	trufast
charm	sjarmera
chain reaction	kjedereaksjon
reaction	reaksjon
chain	kjede
necklace	halskjede
lift shaft	heissjakt
lift shaft	heisesjakt
shaft	sjakt
Freemason	frimurar
walkable	gåande
psychopath	psykopat
face	andlet
investigate	undersøkja
long	lenge
malnutrition	underernæring
vice president	visepresident
use	utnytta
extremely	ekstremt
extremist	ekstremist
upper	øvre
motor vehicle	motorkøyretøy
motor vehicle	motorvogn
miner	bergmann
square kilometre	kvadratkilometer
explode	eksplodera
cubic metre	kubikkmeter
back seat	baksete
Christmas present	julepresang
Christmas present	julegåve
feudal	føydal
married couple	ektepar
sociologist	sosiolog
swastika	hakekors
swastika	hakekross
hyperlink	hyperkopling
tennis court	tennisbane
spread	spreia
hula hoop	rockering
retailer	detaljist
wholesaler	grossist
emigrate	skatteflyktning
refugee	flyktning
pasture	beite
toy	leiketøy
playground	leikeplass
importer	importør
Slavic	slavisk
juggler	sjonglør
sandbag	sandsekk
Nubian	nubisk
Nubian	nubiar
seaside resort	badeby
entertainment	underhalding
natural disaster	naturkatastrofe
circular saw	sirkelsag
publication	publikasjon
expedition	ekspedisjon
heroine	heltinne
hypnotist	hypnotisør
hyperbole	hyperbol
bar of chocolate	sjokoladeplate
record player	platespelar
headphones	hovudtelefon
foreign	framand
mission	oppdrag
apartment	leilegheit
strike	streike
honesty	ærlegdom
mannen	mannen med ljåen
popular	populær
implant	implantat
fuselage	flykropp
gangrene	gangren
gangrene	kaldbrann
shoulder bag	skulderveske
bag	veske
schoolbag	skoleveske
handbag	handveske
bag snatcher	veskenappar
synagogue	synagoge
earthquake	jordskjelv
speed	hastigheit
wave	bølgje
wavelength	bølgelengde
wavelength	bølgjelengd
wavelength	bylgjelengd
cremation	kremasjon
carry out	gjennomføra
golf club	golfkølle
internal combustion engine	forbrenningsmotor
air resistance	luftmotstand
aerodynamics	aerodynamikk
wing	veng
lesson	lekse
airship	luftskip
wind tunnel	vindtunnel
census	folketeljing
Hittite	hettittisk
place of worship	gudshus
traffic jam	trafikkork
ethnicity	etnisitet
third	tredel
innocent	uskuldig
cyclist	syklist
cycle path	sykkelsti
bury	gravleggja
situation comedy	situasjonskomedie
avian influenza	fugleinfluensa
swine flu	svineinfluensa
aircraft carrier	hangarskip
microsecond	mikrosekund
crew	besetning
vehicle	køyretøy
zoom lens	zoomobjektiv
zoom lens	zoomlinse
lentil	linse
housing	bueining
press release	pressemelding
radioactivity	radioaktivitet
railway	jarnbane
waiting list	venteliste
oral hygiene	munnhygiene
bride	brur
keep	behalda
wedding ring	giftering
transvestite	transvestitt
conclusion	konklusjon
evolution	evolusjon
winch	vinsj
world record	verdsrekord
thereafter	deretter
orchard	frukthage
railway station	jarnbanestasjon
chocolate cake	sjokoladekake
washbasin	vaskeservant
footpath	gangsti
status symbol	statussymbol
alcohol abuse	alkoholmisbruk
plaster cast	gipsbandasje
protector	vernar
environmentalist	miljøvernar
miner	gruvearbeidar
decorative	dekorativ
domain	domene
duchess	hertuginne
ferry	ferje
horse chestnut	hestekastanje
nut	nøtt
acorn	eikenøtt
conversation	konversasjon
Eurasian blackbird	svarttrost
Eurasian blackbird	svarttrast
poppy seed	valmuefrø
toolbox	verktøykasse
parakeet	parakitt
anachronism	anakronisme
parasite	parasitt
first aid	førstehjelp
bronchitis	bronkitt
pressure	trykk
fence	gjerde
writer's cramp	skrivekrampe
assassin	snikmordar
usually	vanlegvis
remove	utsletta
rash	utslett
auction	auksjon
organization	organisasjon
ecotype	økotype
further	austi
vegetable	grønsak
porcelain	porselen
rainbow	regnboge
teacup	tekopp
cold	huttetu
teaspoon	teskei
protectionism	proteksjonisme
alchemy	alkymi
convince	overtyda
bay leaf	laurbærblad
secret	hemmeleg
Soviet	sovjetar
deserve	fortena
arse	rauv
deserter	desertør
sewing machine	symaskin
washing machine	vaskemaskin
machine gun	maskingevær
dishwasher	oppvaskmaskin
apple pie	eplepai
postcode	postnummer
firearm	skytevåpen
chlorophyll	klorofyll
exchange rate	valutakurs
fluid	væske
antifreeze	frostvæske
jukebox	jukeboks
Riksmål	riksmål
silverware	sølvtøy
canoe	eikje
billy goat	geitebukk
veal	kalvekjøtt
basil	basilikum
ground meat	kjøttdeig
doormat	dørmatte
behind	attom
checkmate	sjakkmatt
chessboard	sjakkbrett
sense of smell	luktesans
gun	gevær
civilian	sivilist
committee	komité
aircraft	luftfartøy
shopping trolley	handlevogn
economist	økonom
overpopulation	overbefolkning
resource	ressurs
quartet	kvartett
new potato	nypotet
lamb	lammekjøtt
murder weapon	mordvåpen
royal	kongeleg
Red Sea	Raudehavet
mouth	munning
aid	hjelpemiddel
full moon	fullmåne
sleeping bag	sovepose
zip	glidelås
padlock	hengelås
outboard motor	påhengsmotor
migraine	migrene
resonance	resonans
Rastafarianism	rastafari
equipment	utstyr
forklift	gaffeltruck
conscription	verneplikt
hip flask	lerke
sand dune	sanddyne
explosion	eksplosjon
seamanship	sjømannskap
seaman	sjømann
handy	nepen
wasted	bortkasta
reject	forkasta
climate change	klimaendring
nuclear family	kjernefamilie
witchcraft	hekseri
daylight	dagslys
travel	ferda
light bulb	lyspære
light year	lysår
Northern Lights	nordlys
sketch	sketsj
sandstone	sandstein
stability	stabilitet
personal injury	personskade
multiplication	multiplikasjon
subtraction	subtraksjon
Nobel Prize	nobelpris
Irish Sea	Irskesjøen
quintet	kvintett
season	sesong
trophy	trofé
tyrant	tyrann
combination	kombinasjon
air force	flyvåpen
traitor	landssvikar
traitor	svikar
treason	landssvik
separatism	separatisme
separatistic	separatistisk
year	fjorår
quadruplet	firling
hydrocarbon	hydrokarbon
quintuplet	femling
sextuplet	seksling
delay	utsetja
gamma ray	gammastråle
publicity	publisitet
anorak	anorakk
multimillionaire	mangemillionær
millionaire	millionær
frying pan	steikepanne
fifth	femdel
thank heavens	gudskjelov
walrus	kvalross
average	gjennomsnitt
claim	hevda
flee	flykta
air force	luftforsvar
tusk	støyttann
discover	oppdaga
each other	einannan
variation	variasjon
breast	pupp
Hell	Helheim
Salvation Army	Frelsesarmeen
unity	einskap
anthracite	antrasitt
film star	filmstjerne
periodic table	periodesystem
mountainside	fjellside
minority	mindretal
pitch-black	kolsvart
Stone Age	steinalder
sunburnt	solbrend
reptile	krypdyr
lipstick	leppestift
therapy	terapi
pavilion	paviljong
national park	nasjonalpark
injection	injeksjon
syringe	sprøyte
fingertip	fingertupp
fingerprint	fingeravtrykk
archaeological	arkeologisk
overripe	overmoden
immature	umoden
behind	attanfor
shoelace	skolisse
needle	synål
resin	harpiks
secretion	sekret
cherub	kjerub
primarily	primært
Israelite	israelitt
fertile	fruktbar
professional	profesjonell
unprofessional	uprofesjonell
profession	profesjon
exact	eksakt
technique	teknikk
radical	radikalar
golf course	golfbane
miscarriage	spontanabort
ball gown	ballkjole
waiter	servitør
unpopular	upopulær
horror film	skrekkfilm
guardian angel	skytsengel
plaque	plakk
wet	regnfull
triumph	triumf
psychiatrist	psykiater
synthetic	syntetisk
man	mannfolk
woman	kvinnfolk
real	verkeleg
half-year	halvår
natural	naturleg
mountaintop	fjelltopp
starch	stivelse
odorless	luktfri
thus	altso
civilisation	sivilisasjon
antler	gevir
somewhat	nokolunde
russisk	russisk rulett
receptionist	resepsjonist
impractical	upraktisk
slowworm	stålorm
textbook	lærebok
southerner	søring
excuse me	unnskyld
interjection	interjeksjon
tobacco	tobakk
fraction	brøkdel
quarter	firedel
quarter	fjerdedel
sixth	seksdel
sixth	sjettedel
cynic	kynikar
define	definera
reproduce	øksla
inbreeding	innavl
breed	avla
topographic	topografisk
cross section	tverrsnitt
cross-	tverr-
musical	musikalsk
claustrophobic	klaustrofobisk
meir	meir eller mindre
music	musikkonservatorium
conservatoire	konservatorium
epidemic	epidemi
epidemic	epidemisk
website	nettstad
wizard	trollmann
wizard	trollkvinne
magic	trolldom
pronunciation dictionary	uttaleordbok
goldfish	gullfisk
pessimistic	pessimistisk
rainbow trout	regnbogeaure
legendary	legendarisk
fist	knyttneve
cookbook	kokebok
ironic	ironisk
American Indian	indianar
Renaissance	renessanse
prehistoric	forhistorisk
abacus	kuleramme
news	nyheit
harebell	blåklokke
egg yolk	eggeplomme
carafe	karaffel
agreement	samd
pretentious	pretensiøs
horse	hestehale
temporary	førebels
Persian	persar
destruction	øydelegging
vision	visjon
collection	kolleksjon
breast cancer	brystkreft
underwear	undertøy
colorful	fargerik
unclear	uklar
sibling	sysken
rhubarb	rabarbra
key	nykel
accurate	nøyaktig
bedroom	soverom
unidentified	uidentifisert
wheelchair	rullestol
troll	gyger
over	slutt
election campaign	valkamp
pet	kjæledyr
circular	sirkelrund
imbalance	ubalanse
violet	fiolett
plug	støpsel
literary	litterær
blowfly	spyfluge
hardy	hardfør
vegetable	vegetabilsk
especially	spesielt
hard hat	vernehjelm
slalom	slalåm
computer program	dataprogram
anadromous	sjørøye
technological	teknologisk
information technology	informasjonsteknologi
computer	datateknologi
inorganic	uorganisk
dustpan	feiebrett
feud	feide
foundation stone	grunnstein
informal	uformell
Tigrinya	tigrinja
wing	fløy
found	grunnleggja
fundamental	grunnleggjande
inflatable	oppblåsbar
common foxglove	revebjølle
daisy	tusenfryd
forget-me-not	forgløymmegei
forget-me-not	minneblom
nominal	nominell
counterbalance	motvekt
magnetic field	magnetfelt
oilfield	oljefelt
reservoir	reservoar
natural gas	naturgass
crude oil	råolje
viscosity	viskositet
classification	klassifikasjon
destruction	destruksjon
omelette	omelett
subtropical	subtropisk
wood nuthatch	spettmeis
subterranean	underjordisk
icicle	istapp
decline	nedgang
income	inntekt
income tax	inntektsskatt
biometric	biometrisk
diplomatic	diplomatisk
worried	engsteleg
consideration	omsyn
valid	gyldig
procedure	prosedyre
operation	operasjon
surgical	kirurgisk
anaesthesia	anestesi
careful	aktsam
Norse	norrøn
New Zealand	newzealandsk
New Zealand	nyzealandsk
volcanic	vulkansk
great white shark	kvithai
spiny dogfish	pigghå
potential	potensiell
undergo	gjennomgå
proportional	proporsjonal
viscous	viskøs
at	innom
second language	andrespråk
lifelong	livslang
classroom	klasserom
septic	septisk
North African	nordafrikansk
irregular	uregelmessig
regular	regelmessig
bloodless	ublodig
military	militærkupp
blacklist	svarteliste
experience	erfaring
exclude	utelukke
exclude	utelukka
allow	tillate
totalitarian	totalitær
half-hour	halvtime
sundial	solur
boot	bagasjerom
airline	flyselskap
telephone exchange	telefonsentral
supplier	leverandør
hysteria	hysteri
hysterical	hysterisk
psychiatric	psykiatrisk
speciality	spesialitet
euphemistic	eufemistisk
teem	krele
neutral	nøytral
Polynesian	polynesisk
rhetoric	retorikk
rhetorical	retorisk
vocabulary	vokabular
Morse code	morsealfabet
mountain	vidd
attempt	forsøk
landmark	landemerke
chart	sjøkart
sketch	skisse
granitic	granittisk
remarkable	oppsiktsvekkjande
predator	rovdyr
contain	innehalda
mistletoe	misteltein
screw	skrue
such	sånn
battleaxe	stridsøks
Kurd	kurdar
conglomerate	konglomerat
multinational	multinasjonal
Breton	bretonsk
knot	knute
gordisk	gordisk knute
historian	historikar
Virgo	Jomfrua
sex	samleie
hymen	jomfruhinne
degree	lengdegrad
time zone	tidssone
populous	folkerik
iron ore	jernmalm
close	stenge
temperate	temperert
synthesis	syntese
interessere	interesserte
stone dead	steindød
footnote	fotnote
relatively	forholdsvis
Flemish	flamsk
erroneous	feilaktig
overview	oversikt
half	halvdel
doctorate	doktorgrad
genetic	genetisk
licence	lisens
Islamic	islamsk
traditional	tradisjonell
traditionally	tradisjonelt
reference	referanse
oriental	orientalsk
determiner	determinativ
nutritious	næringsrik
knowledge	kjennskap
session	økt
on top of	oppå
exception	unntak
dying	døyande
stag	kronhjort
constitution	konstitusjon
trumpeter	trompetist
diarrhoea	diaré
chronic	kronisk
infectious	infeksiøs
mechanics	mekanikk
conventional	konvensjonell
unconventional	ukonvensjonell
Caucasian	kaukasisk
warfare	krigføring
aerial	flyfoto
necessarily	nødvendigvis
avansere	avansert
avansere	avanserte
starter	startmotor
liberty cap	fleinsopp
unpleasant	ubehageleg
folk music	folkemusikk
for example	eksempelvis
opposite	motsetning
sophisticated	sofistikert
career	karriere
progress	framgang
rhythm	rytme
misprint	trykkfeil
footprint	fotavtrykk
firework	fyrverkeri
geographical	geografisk
Protestant	protestantisk
of	prinsipiell
wonderful	herleg
pepper	pepar
distillery	destilleri
incomplete	ufullstendig
re-	gjen-
quarantine	karantene
acetic acid	eddiksyre
drinker	drikkar
carbonic acid	karbonsyre
carbon monoxide	karbonmonoksid
concentration	konsentrasjon
pregnancy	svangerskap
pregnant	svanger
turning point	vendepunkt
Middle Norwegian	mellomnorsk
on board	om bord
passenger	passasjer
stowaway	blindpassasjer
witness	vitne
crew	mannskap
officer	offiser
bat	balltre
patrol	patrulje
by-product	biprodukt
cyclic	syklisk
secondary	sekundær
ambitious	ambisiøs
ring	armring
traffic light	trafikklys
trafikklys	trafikk
on foot	til fots
suet	netje
metre	metervis
moral	moralsk
utopian	utopisk
backward	baklengs
hull	skrog
disastrous	katastrofal
horribly	katastrofalt
trench	skyttargrav
telescopic	teleskopisk
dry rot	hussopp
cloth	klut
porcini	steinsopp
tapeworm	bendelorm
assessment	vurdering
Gaelic	gælisk
exchange rate	vekslingskurs
Canadian	canadisk
Canadian	kanadisk
safe	pengeskap
explosive	sprengstoff
cool	kjølig
chiropractor	kiropraktor
missionary	misjonær
mission	misjon
Phoenician	fønikisk
thankful	takksam
heathen	heidning
magazine	tidsskrift
criticism	kritikk
linear	lineær
friendly	venleg
symbolic	symbolsk
tractor	trekkvogn
payload	nyttelast
estate car	stasjonsvogn
bet	vedda
veddelaup	vedde
hunger	svolt
purchase	innkjøp
seat	sitteplass
repair	reparasjon
negotiation	forhandling
bathroom	baderom
report	reportasje
arbeidd	arbeida
housework	husarbeid
waterfall	fossefall
wooden	trehus
stationary	stasjonær
yardstick	målestokk
reference work	oppslagsverk
steelworks	stålverk
kitten	kattunge
dog's life	hundeliv
life	levetid
reversible	vendbar
double bed	dobbeltseng
four-poster	himmelseng
bunk bed	køyeseng
prosperity	velstand
daytime	dagtid
exhibition	utstilling
umbilical cord	navlestreng
G-string	g-streng
speed limit	fartsgrense
built-up	tettbygd
Braille	blindeskrift
inscription	innskrift
inscription	inskripsjon
hyphen	bindestrek
space	mellomrom
space bar	mellomromstast
unused	ubrukt
inflammation	betennelse
swelling	hevelse
make	heva
doughy	deigen
royal family	kongefamilie
roller skate	rulleskøyte
bumpy	humpete
hump	pukkel
bicycle	sykkelsete
prestige	prestisje
fill	fylle
long-standing	årelang
racecourse	galoppbane
whisk	visp
adviser	rådgjevar
swimming trunks	badebukse
ski slope	skibakke
enthusiastic	entusiastisk
performance	prestasjon
weightlifting	vektløfting
unofficial	uoffisiell
rhythmic	rytmisk
circulation	sirkulasjon
manually	manuelt
washing-up	oppvask
valuable	verdifull
excavator	gravemaskin
porous	porøs
natural resource	naturressurs
aerodynamic	aerodynamisk
position	plassering
sunglasses	solbrille
snow	snøbrille
cross-country skiing	langrenn
ski jumping	skihopping
ski jump	hoppbakke
meteorite	meteoritt
prune	sviske
shooting	skyting
clay pigeon	leirdue
clay pigeon	leirdueskyting
unstable	ustabil
landslide	jordskred
shotgun	haglgevær
computer simulation	datasimulering
treeline	skoggrense
detailed	detaljert
oceanic	oseanisk
ocean	osean
oceanography	oseanografi
oceanographer	oseanograf
oceanographic	oseanografisk
resumé	resymé
forewarning	forvarsel
long-range	langtidsvarsel
pharmaceutical	farmasøytisk
mutual	gjensidig
fishing	fiskevær
fishing boat	fiskebåt
well	velorganisert
gamma radiation	gammastråling
radiation	stråling
neutron	nøytron
distribution	fordeling
handy	hendig
brake pedal	bremsepedal
lampshade	lampeskjerm
progress	framdrift
lure	bergta
sports car	sportsbil
luxurious	luksuriøs
luxury	luksusbil
spartan	spartansk
price list	prisliste
wallpaper	tapetlim
radio-controlled	radiostyrt
two	toåring
Javanese	javanesisk
flood	flaum
rock	steinsprang
bird's-eye view	fugleperspektiv
vegetarian	vegetariansk
seabird	sjøfugl
gull	måse
breeding	hekkesesong
birdlife	fugleliv
through	igjennom
hillside	åsside
virus	datavirus
micro-organism	mikroorganisme
vaccine	vaksine
nervous	nervøs
cycle	syklus
glacier	isbre
plane	flykrasj
crash	krasj
private	privatfly
medium-sized	mellomstor
husband	ektemann
harassment	trakassering
sabotage	sabotasje
saboteur	sabotør
uninteresting	uinteressant
economics	økonomikk
vulture	gribb
greedy	grådig
roof tile	takstein
Viking Age	vikingtid
moonshine	heimebrent
cherry	kirsebær
communication	kommunikasjon
spelling	stavemåte
briefcase	dokumentmappe
concise	konsis
Great Dane	grand danois
jackal	sjakal
family tree	stamtre
kinship	slektskap
minority group	minoritetsgruppe
bachelor's degree	bachelorgrad
college	høgskole
big	storby
metropolis	metropol
fruit tree	frukttre
gem	edelstein
Cypriot	kypriotisk
graceful	grasiøs
etymological	etymologisk
noble gas	edelgass
precious metal	edelmetall
room temperature	romtemperatur
nitric acid	salpetersyre
saltpetre	salpeter
potassium nitrate	kaliumnitrat
airtight	lufttett
steel wool	stålull
brown bear	brunbjørn
dark	mørkebrun
dark	mørkbrun
mating season	brunsttid
double chin	dobbelthake
isolation	isolasjon
womb	livmor
wisdom tooth	visdomstann
male	hankjønn
confusion	forvirring
camouflage	kamuflasje
botanical	botanisk
spectrum	spekter
niche	nisje
jaw	kjeve
pheromone	feromon
gigantic	gigantisk
cocoon	kokong
Libyan	libysk
portrait	portrett
naval	kommandør
sergeant	sersjant
corporal	korporal
container ship	containerskip
cargo	frakt
air freight	flyfrakt
merchant fleet	handelsflåte
merchant ship	handelsskip
runway	rullebane
means of transport	transportmiddel
millipede	tusenbein
hk	hestekraft
chassis	understell
ham	skinke
self-confidence	sjølvtillit
trademark	varemerke
reuse	gjenbruk
commercial	kommersiell
specification	spesifikasjon
fire door	branndør
exposure	eksponering
aesthetic	estetisk
post office box	postboks
additive	tilsetning
ginger beer	ingefærøl
flavouring	smaksstoff
chewing gum	tyggegummi
sugar-free	sukkerfri
drip	drypp
blood transfusion	blodoverføring
base	grunnflate
conical	konisk
cone	kjegle
cone	kongle
work of art	kunstverk
collaboration	samarbeid
paperwork	papirarbeid
credit card	kredittkort
shopping centre	kjøpesenter
car park	parkeringsplass
establishment	etablering
sanction	sanksjon
membership	medlemskap
membership card	medlemskort
declaration	erklæring
among	deriblant
renewal	fornying
urban renewal	byfornying
