code,name
knr,kaningr
kns,kensi
knt,panoan katukí
knu,kono (guinea)
knv,tabo
knw,kung-ekok
knx,kenday
knx,salako
kny,kanyok
knz,kalamsé
koa,konom
koc,kpati
kod,kodi
koe,kacipo-balesi
kof,kubi
kog,cogui
kog,kogi
koh,koyo
koi,komi-permyak
kok,konkani (macrolanguage)
kol,kol (papua new guinea)
kom,komi
kon,kongo
koo,konzo
kop,waub
koq,kota (gabon)
kor,kor
kos,kosr
kot,lagw
kou,kok
kov,kudu-camo
kow,kugam
koy,koyuko
koz,korak
kpa,kutto
kpb,mullu kurumb
kpc,curripaco
kpd,kob
kpe,kp
kpf,komb
kpg,kapingamarangi
kph,kp
kpi,kofei
kpj,karajá
kpk,kp
kpl,kp
kpm,koho
kpn,kepkiriwát
kpo,ikposo
kpq,korupun-s
kpr,korafe-yegh
kps,tehit
kpt,karat
kpu,kafo
kpv,komi-zyri
kpw,kobo
kpx,mountain koiali
kpy,koryak
kpz,kupsabiny
kqa,mum
kqb,kovai
kqc,doromu-koki
kqd,koy sanjaq surat
kqe,k
kqf,kakabai
kqg,kh
kqh,kisankas
kqi,koitab
kqj,koromir
kqk,kotafon gb
kql,ky
kqm,khis
kqn,kaond
kqo,eastern krah
kqp,kimré
kqq,krenak
kqr,kimar
kqs,northern kissi
kqt,klias river kadaz
kqu,sero
kqv,okolod
kqw,kandas
kqx,mser
kqy,kooret
kqz,kor
kra,kumhali
krb,karki
krc,karachay-balkar
krd,kairui-midiki
kre,panará
krf,koro (vanuatu)
krh,kuram
kri,krio
krj,kinaray-
krk,kerek
krl,kareli
krn,sapo
krp,korop
krr,kr
krs,gbaya (sudan)
krt,tumari kanuri
kru,kurukh
krv,kavet
krw,western krah
krx,karo
kry,kryts
krz,sota kanum
ksa,shuwa-zamani
ksb,shamb
ksc,southern kali
ksd,k
kse,kuni
ksf,bafi
ksg,kusagh
ksh,kölsch
ksi,i'sak
ksi,kris
ksj,uar
ksk,kans
ksl,kum
ksm,kumb
ksn,kasigurani
kso,kof
ksp,kab
ksq,kwaami
ksr,boro
kss,southern kisi
kst,winyé
ksu,khamy
ksv,kus
ksw,s'gaw kar
ksx,ked
ksy,kharia thar
ksz,kodak
kta,kat
ktb,kambaat
ktc,kholok
ktd,kokat
kte,nubri
ktf,kwami
ktg,kalkut
kth,kar
kti,north muy
ktj,plapo krum
ktk,kaniet
ktl,koroshi
ktm,kurti
ktn,karitiâ
kto,kuot
ktp,kaduo
ktq,katab
kts,south muy
ktt,ketum
ktu,kituba (democratic republic of congo)
ktv,eastern kat
ktw,kato
ktx,kaxararí
kty,kango (bas-uélé district)
ktz,juǀʼho
ktz,juǀʼhoansi
kua,kuanyam
kua,kwanyam
kub,kutep
kuc,kwins
kud,'auhelaw
kue,kuman (papua new guinea)
kuf,western kat
kug,kup
kuh,kushi
kui,kuikúro-kalapálo
kuj,kuri
kuk,kepo'
kul,kuler
kum,kumyk
kun,kunam
kuo,kumukio
kup,kunimaip
kuq,karip
kur,kurdish
kus,kus
kut,kutenai
kuu,upper kuskokwim
kuv,kur
kuw,kp
kux,kukatj
kuy,kuuku-ya'
kuz,kunz
kva,bagv
kvb,kub
kvc,kov
kvd,kui (indonesia)
kve,kalabak
kvf,kabalai
kvg,kuni-boazi
kvh,komodo
kvi,kw
kvj,psiky
kvk,korean sign
kvl,kayaw
kvm,kendem
kvn,border k
kvo,dob
kvp,komp
kvq,geba kar
kvr,kerinci
kvt,laht
kvt,lahta kar
kvu,yinbaw kar
kvv,ko
kvw,wersi
kvx,parkari koli
kvy,yint
kvy,yintale kar
kvz,tsakwambo
kvz,tsaukambo
kwa,dâw
kwb,kw
kwc,likw
kwd,kwaio
kwe,kwerb
kwf,kwara'
kwg,sara kaba dem
kwh,kowiai
kwi,awa-cuaiquer
kwj,kw
kwk,kwakiut
kwl,kofyar
kwm,kwambi
kwn,kwangali
kwo,kwomtari
kwp,kodi
kwr,kwer
kws,kwes
kwt,kwest
kwu,kwakum
kwv,sara kaba náà
kww,kwinti
kwx,khirwar
kwy,san salvador kongo
kwz,kwadi
kxa,kairir
kxb,krob
kxc,khonso
kxc,konso
kxd,brunei
kxf,manumanaw
kxf,manumanaw kar
kxh,karo (ethiopia)
kxi,keningau murut
kxj,kulf
kxk,zayein kar
kxl,nepali kurux
kxm,northern khmer
kxn,kanowit-tanjong m
kxo,kanoé
kxp,wadiyara koli
kxq,smärky kanum
kxr,koro (papua new guinea)
kxs,kangji
kxt,koiwat
kxu,kui (india)
kxv,kuvi
kxw,konai
kxx,likub
kxy,kayo
kxz,kerewo
kya,kway
kyb,butbut kali
kyc,kyak
kyd,karey
kye,krach
kyf,kouy
kyg,key
kyh,karok
kyi,kiput
kyj,karao
kyk,kamayo
kyl,kalapuy
kym,kpatili
kyn,northern binukidno
kyo,kelo
kyp,k
kyq,k
kyr,kuruáy
kys,baram kay
kyt,kayagar
kyu,western kayah
kyv,kayort
kyw,kudmali
kyx,rapoisi
kyy,kambair
kyz,kayabí
kza,western karaboro
kzb,kaibobo
kzc,bondoukou kulango
kzd,kadai
kze,kos
kzf,da'a kaili
kzg,kikai
kzi,kelabit
kzk,kazukur
kzl,kayeli
kzm,kais
kzn,koko
kzo,kaningi
kzp,kaidip
kzq,kaik
kzr,kar
kzs,sugut dus
kzu,kayup
kzv,komyandaret
kzw,karirí-xocó
kzx,kamari
kzy,kango (tshopo district)
kzz,kalabr
laa,southern sub
lab,linear
lac,lacando
lad,ladino
lae,pattani
laf,lafof
lag,langi
lah,lahnd
lai,lamby
laj,lango (uganda)
lak,laka (nigeria)
lal,lali
lam,lamb
lan,lar
lao,lao
lap,laka (chad)
laq,qabiao
lar,larteh
las,lama (togo)
lat,lati
lau,lab
lav,latvi
law,lauj
lax,tiw
lay,lama bai
laz,aribwats
lba,lui
lbb,lab
lbc,lakki
lbe,lak
lbf,tinani
lbg,laop
lbi,la'bi
lbj,ladakhi
lbk,central bontok
lbl,libon biko
lbm,lodhi
lbn,lamet
lbo,lav
lbq,wampar
lbr,lohor
lbs,libyan sign
lbt,lachi
lbu,lab
lbv,lavatbura-lamuso
lbw,tolaki
lbx,law
lby,lamu-lam
lbz,lardi
lcc,legenyem
lcd,lo
lce,lonco
lce,sekak
lcf,lub
lch,luchazi
lcl,lis
lcm,t
lcp,western law
lcq,luh
lcs,lisabata-nuniali
lda,kla-d
ldb,dũy
ldd,luri
ldg,lenyim
ldh,lamja-dengsa-to
ldi,laari
ldj,lemoro
ldl,k
ldm,landom
ldn,láad
ldo,loo
ldp,tso
ldq,luf
lea,lega-shabund
leb,lala-bis
lec,leco
led,lend
lee,lyélé
lef,lelemi
leh,lenj
lei,lemio
lej,lengo
lek,leipo
lel,lele (democratic republic of congo)
lem,nomaand
len,lenc
leo,leti (cameroon)
lep,lepch
leq,lemb
ler,lenk
les,les
let,amio-gelimi
let,lesing-gelimi
leu,kara (papua new guinea)
lev,lamm
lew,ledo kaili
ley,lemo
lez,lezghi
lfa,lef
lfn,lingua franca nov
lgb,lagh
lgg,lugbar
lgh,lagh
lgi,lengi
lgk,lingarak
lgk,neverver
lgl,w
lgm,lega-mw
lgn,opuuo
lgn,t'apo
lgq,logb
lgr,lengo
lgt,pahi
lgu,lo
lgz,ligenz
lha,laha (viet nam)
lhh,laha (indonesia)
lhi,lahu shi
lhl,lahul lohar
lhm,lhomi
lhn,lah
lhp,lhokp
lhs,mlahsö
lht,lo-to
lhu,lah
lia,west-central limb
lib,likum
lic,hlai
lid,nyindro
lie,liki
lif,limb
lig,ligbi
lih,lihir
lij,liguri
lik,lik
lil,lillooet
lim,limbur
lim,limburger
lim,limburgish
lin,li
lio,liki
lip,sekp
liq,libido
lir,liberian english
lis,lis
lit,lithuani
liu,logorik
liv,liv
liw,co
lix,liabuk
liy,banda-bambari
liz,libinz
lja,golp
lje,rampi
lji,laiyolo
ljl,li'o
ljp,lampung api
ljw,yirandali
ljx,yur
lka,lakalei
lkb,kabras
lkb,lukabaras
lkc,kuco
lkd,lakondê
lke,kenyi
lkh,lakh
lki,laki
lkj,rem
lkl,laeko-libuat
lkm,kalaamay
lkn,lako
lkn,vur
lko,khayo
lko,olukhayo
lkr,päri
lks,kis
lks,olushis
lkt,lakot
lku,kungkari
lky,lokoy
lla,lala-rob
llb,lolo
llc,lele (guinea)
lld,ladi
lle,lele (papua new guinea)
llf,hermit
llg,lo
llh,lam
lli,teke-laali
llj,ladji ladji
llk,lelak
lll,li
llm,lasalim
lln,lele (chad)
llo,khlor
llp,north efat
llq,lolak
lls,lithuanian sign
lma,east limb
lmb,merei
lmc,limi
lmd,lum
lme,pévé
lmf,south lembat
lmg,lamogai
lmh,lambichho
lmi,lombi
lmj,west lembat
lmk,lamk
lml,hano
lmn,lambadi
lmo,lombard
lmp,limbum
lmq,lamatuk
lmr,lamaler
lmu,lam
lmv,lomaiviti
lmw,lake miwok
lmx,laimb
lmy,lamboy
lmz,lumb
lna,langbash
lnb,mbalanh
lnd,lun baw
lnd,lundayeh
lng,langobardic
lnh,lanoh
lni,daantanai'
lnj,leningitij
lnl,south central band
lnm,langam
lnn,lorediakarkar
lno,lango (south sudan)
lns,lamnso'
lnu,longud
lnw,lanim
lnz,lonzo
loa,lolod
lob,lobi
loc,inonh
loe,s
lof,logo
log,logo
loh,narim
loi,loma (côte d'ivoire)
loj,lo
lok,loko
lol,mongo
lom,loma (liberia)
lon,malawi lomw
loo,lombo
lop,lop
loq,lob
lor,téé
los,loni
lot,otuho
lou,louisiana creo
lov,lopi
low,tampias lob
lox,lo
loy,lok
loz,lozi
lpa,lelep
lpe,lepki
lpn,long phuri
lpo,lipo
lpx,lopit
lra,rara bakati'
lrc,northern luri
lre,laurenti
lrg,laragi
lri,marachi
lri,olumarachi
lrk,loarki
lrl,lari
lrm,maram
lrm,olumaram
lrn,lor
lro,laro
lrr,southern yamph
lrt,larantuka malay
lrv,larevat
lrz,lemeri
lsa,lasgerdi
lsd,lishana deni
lse,lusengo
lsh,lish
lsi,lashi
lsl,latvian sign
lsm,olusami
lsm,saami
lso,laos sign
lsp,lengua de señas panameñas
lsp,panamanian sign
lsr,aruop
lss,lasi
lst,trinidad and tobago sign
lsy,mauritian sign
ltc,late middle chines
ltg,latgali
lth,thur
lti,leti (indonesia)
ltn,latundê
lto,olutsotso
lto,tsotso
lts,lutachoni
lts,tachoni
ltu,lat
ltz,letzeburgesch
ltz,luxembourgish
lua,luba-
lub,luba-kat
luc,ari
lud,ludi
lue,luv
lug,gand
lui,luiseno
luk,lunanakh
lul,olu'bo
lum,luimbi
lun,lund
luo,dholuo
luo,luo (kenya and tanzania)
lup,lumb
luq,lucumi
lur,laur
lus,lushai
lut,lushootseed
luu,lumba-yakkh
luv,luwati
luw,luo (cameroon)
luy,luyi
luy,oluluyi
luz,southern luri
lva,maku'
lvk,lavukalev
lvs,standard latvi
lvu,levuk
lwa,lw
lwe,lewo
lwg,oluw
lwg,w
lwh,white lachi
lwl,eastern law
lwm,laomi
lwo,luwo
lws,malawian sign
lwt,lewotobi
lwu,law
lww,lewo
lya,layakh
lyg,lyngngam
lyn,luy
lzh,literary chines
lzl,litzlitz
lzn,leinong
lzz,laz
maa,san jerónimo tecóatl mazatec
mab,yutanduchi mixtec
mad,madures
mae,bo-ruk
maf,maf
mag,magahi
mah,marshalles
mai,maithili
maj,jalapa de díaz mazatec
mak,makasar
mal,malayalam
mam,mam
man,mandi
man,mandingo
maq,chiquihuitlán mazatec
mar,marathi
mas,masai
mat,san francisco matlatzinc
mau,huautla mazatec
mav,sateré-mawé
maw,mampruli
max,north moluccan malay
maz,central mazah
mba,higaono
mbb,western bukidnon manobo
mbc,macushi
mbd,dibabawon manobo
mbe,mo
mbf,baba malay
mbh,mangs
mbi,ilianen manobo
mbj,nadëb
mbk,malo
mbl,maxakalí
mbm,ombamb
mbn,macaguá
mbo,mbo (cameroon)
mbp,malayo
mbq,maisi
mbr,nukak makú
mbs,sarangani manobo
mbt,matigsalug manobo
mbu,mbula-bwazz
mbv,mbulungish
mbw,mari
mbx,mari (east sepik province)
mby,memoni
mbz,amoltepec mixtec
mca,mac
mcb,machi
mcc,bitur
mcd,sharanah
mce,itundujia mixtec
mcf,matsés
mcg,mapoyo
mch,maquiritari
mci,mes
mcj,mvanip
mck,mbund
mcl,macaguaj
mcm,malaccan creole portugues
mcn,mas
mco,coatlán mix
mcp,mak
mcq,es
mcr,meny
mcs,mambai
mct,mengis
mcu,cameroon mambi
mcv,minanibai
mcw,mawa (chad)
mcx,mpiemo
mcy,south watut
mcz,maw
mda,mada (nigeria)
mdb,morigi
mdc,male (papua new guinea)
mdd,mbum
mde,maba (chad)
mdf,moksha
mdg,massalat
mdh,maguindanao
mdi,mamv
mdj,mangbet
mdk,mangbut
mdl,maltese sign
mdm,mayogo
mdn,mbati
mdp,mb
mdq,mbo
mdr,mandar
mds,maria (papua new guinea)
mdt,mber
mdu,mboko
mdv,santa lucía monteverde mixtec
mdw,mbosi
mdx,dizin_language|dizi
mdy,male (ethiopia)
mdz,suruí do pará
mea,menk
meb,ikobi
mec,mar
med,melp
mee,m
mef,megam
meh,southwestern tlaxiaco mixtec
mei,midob
mej,meyah
mek,mekeo
mel,central m
mem,m
men,mende (sierra leone)
meo,kedah malay
mep,miriw
meq,merey
mer,mer
mes,masmaj
met,mato
meu,mot
mev,mano
mew,maak
mey,hassaniyy
mez,menomi
mfa,pattani malay
mfb,bangk
mfc,mb
mfd,mendankwe-nkw
mfe,morisy
mff,naki
mfg,mogofi
mfh,mat
mfi,wand
mfj,mef
mfk,north mof
mfl,putai
mfm,marghi south
mfn,cross river mbemb
mfo,mb
mfp,makassar malay
mfq,mob
mfr,marithi
mfs,mexican sign
mft,moker
mfu,mbw
mfv,mandjak
mfw,mulah
mfx,melo
mfy,mayo
mfz,mab
mga,middle irish (900-1200)
mgb,mararit
mgc,morokodo
mgd,mor
mge,mango
mgf,maklew
mgg,mpumpo
mgh,makhuwa-meetto
mgi,lijili
mgj,abureni
mgk,mawes
mgl,maleu-ki
mgm,mamb
mgn,mbangi
mgo,meta'
mgp,eastern magar
mgq,mali
mgr,mambwe-
mgs,manda (tanzania)
mgt,mongo
mgu,mai
mgv,matengo
mgw,matumbi
mgy,mb
mgz,mbugw
mha,manda (india)
mhb,mahongw
mhc,mocho
mhd,mb
mhe,besisi
mhe,mah meri
mhf,mam
mhg,mar
mhi,ma'di
mhj,mogholi
mhk,mungak
mhl,mauwak
mhm,makhuwa-moni
mhn,mócheno
mho,mashi (zambia)
mhp,balinese malay
mhq,mand
mhr,eastern mari
mhs,buru (indonesia)
mht,mandahuac
mhu,darang d
mhu,digaro-mishmi
mhw,mbukush
mhx,lhaovo
mhx,mar
mhy,ma'any
mhz,mor (mor islands)
mia,miami
mib,atatláhuca mixtec
mic,micmac
mic,mi'kmaq
mid,mandaic
mie,ocotepec mixtec
mif,mofu-gudur
mig,san miguel el grande mixtec
mih,chayuco mixtec
mii,chigmecatitlán mixtec
mij,abar
mij,mungbam
mik,mikasuki
mil,peñoles mixtec
mim,alacatlatzala mixtec
min,minangkab
mio,pinotepa nacional mixtec
mip,apasco-apoala mixtec
miq,mískito
mir,isthmus mix
mit,southern puebla mixtec
miu,cacaloxtepec mixtec
miw,akoy
mix,mixtepec mixtec
miy,ayutla mixtec
miz,coatzospan mixtec
mjb,makalero
mjc,san juan colorado mixtec
mjd,northwest maid
mje,muskum
mjg,t
mjh,mwera (nyasa)
mji,kim m
mjj,mawak
mjk,matukar
mjl,mandeali
mjm,medebur
mjn,ma (papua new guinea)
mjo,malankurav
mjp,malapandaram
mjq,malary
mjr,malaved
mjs,miship
mjt,sauria pahari
mju,manna-dor
mjv,m
mjw,karbi
mjx,mahali
mjy,mahic
mjz,majhi
mka,mbr
mkb,mal pahari
mkc,siliput
mkd,macedoni
mke,mawchi
mkf,miy
mkg,mak (china)
mki,dhatki
mkj,mokiles
mkk,byep
mkl,moko
mkm,mok
mkn,kupang malay
mko,mingang doso
mkp,moikodi
mkq,bay miwok
mkr,malas
mks,silacayoapan mixtec
mkt,vam
mku,konyanka manink
mkv,maf
mkw,kituba (congo)
mkx,kinamiging manobo
mky,east maki
mkz,makas
mla,malo
mlb,mb
mlc,cao
mle,manamb
mlf,m
mlg,malagasy
mlh,map
mli,malimp
mlj,milt
mlk,ilw
mlk,kiwilw
mll,malua bay
mlm,mulam
mln,malango
mlo,mlomp
mlp,bargam
mlq,western maninkak
mlr,vam
mls,masalit
mlt,maltes
mlu,to'abait
mlv,motlav
mlv,mwotlap
mlw,moloko
mlx,malfax
mlx,naha'ai
mlz,malayno
mma,mam
mmb,momi
mmc,michoacán mazah
mmd,mao
mme,m
mmf,mundat
mmg,north ambrym
mmh,mehinák
mmi,musar
mmj,majhwar
mmk,mukha-dor
mml,man met
mmm,maii
mmn,mamanw
mmo,mangga b
mmp,siawi
mmq,musak
mmr,western xiangxi miao
mmt,malalamai
mmu,mm
mmv,miriti
mmw,em
mmx,madak
mmy,migaam
mmz,mab
mna,mb
mnb,m
mnc,manch
mnd,mondé
mne,nab
mnf,mundani
mng,eastern mno
mnh,mono (democratic republic of congo)
mni,manipuri
mnj,munji
mnk,mandink
mnl,ti
mnm,map
mnn,southern mno
mnp,min bei chines
mnq,minriq
mnr,mono (usa)
mns,mansi
mnu,mer
mnv,rennell-bello
mnw,mo
mnx,manikio
mny,manyaw
mnz,moni
moa,mw
moc,mocoví
mod,mobili
moe,montagnais
mog,mongondow
moh,mohawk
moi,mboi
moj,monzombo
mok,morori
mom,m
mon,mongoli
moo,monom
mop,mopán may
moq,mor (bomberai peninsula)
mor,moro
mos,mossi
mot,barí
mou,mogum
mov,mohav
mow,moi (congo)
mox,molim
moy,shekkacho
moz,gergiko
moz,muk
mpa,mpoto
mpb,mullukmulluk
mpc,mangarayi
mpd,machiner
mpe,maj
mpg,marb
mph,m
mpi,mpad
mpj,martu wangk
mpk,mbara (chad)
mpl,middle watut
mpm,yosondúa mixtec
mpn,mindiri
mpo,mi
mpp,migabac
mpq,matís
mpr,v
mps,dadibi
mpt,mi
mpu,makuráp
mpv,mungkip
mpw,mapidi
mpx,misima-panaeati
mpy,mapi
mpz,mpi
mqa,maba (indonesia)
mqb,mbuko
mqc,mango
mqe,matepi
mqf,mom
mqg,kota bangun kutai malay
mqh,tlazoyaltepec mixtec
mqi,mariri
mqj,mamas
mqk,rajah kabunsuwan manobo
mql,mbelim
mqm,south marques
mqn,moro
mqo,modo
mqp,manip
mqq,minokok
mqr,mander
mqs,west maki
mqt,mok
mqu,mandari
mqv,mosimo
mqw,murupi
mqx,mamuj
mqy,manggarai
mqz,pano
mra,mlabri
mrb,marino
mrc,maricop
mrd,western magar
mre,martha's vineyard sign
mrf,els
mrg,misi
mrh,mara chi
mri,maori
mrj,western mari
mrk,hmwavek
mrl,mortlockes
mrm,merlav
mrm,mwerlap
mrn,cheke holo
mro,mr
mrp,morouas
mrq,north marques
mrr,maria (india)
mrs,maragus
mrt,marghi centr
mru,mono (cameroon)
mrv,mangarev
mrw,maranao
mrx,dineor
mrx,maremgi
mry,manday
mrz,marind
msa,malay (macrolanguage)
msb,masbatenyo
msc,sankaran manink
msd,yucatec maya sign
mse,musey
msf,mekwei
msg,moraid
msh,masikoro malagasy
msi,sabah malay
msj,ma (democratic republic of congo)
msk,mansak
msl,molof
msl,po
msm,agusan manobo
msn,vurës
mso,mombum
msp,maritsauá
msq,caac
msr,mongolian sign
mss,west mas
msu,musom
msv,maslam
msw,mansoank
msx,moresad
msy,aruam
msz,momar
mta,cotabato manobo
mtb,anyin morofo
mtc,munit
mtd,m
mte,mono (solomon islands)
mtf,murik (papua new guinea)
mth,munggui
mti,maiwa (papua new guinea)
mtj,mosko
mtk,mbe'
mtl,monto
mtm,mator
mtn,matagalp
mto,totontepec mix
mtp,wichí lhamtés noct
mtq,muo
mtr,mewari
mts,yor
mtt,mot
mtu,tututepec mixtec
mtv,asaro'o
mtw,southern binukidno
mtx,tidaá mixtec
mty,nabi
mua,mund
mub,mubi
muc,ajumb
mud,mednyj aleut
mue,media
mug,mus
muh,mündü
mui,musi
muj,mabir
muk,mugom
mum,maiw
muo,nyo
mup,malvi
muq,eastern xiangxi miao
mur,mur
mus,creek
mut,western muri
muu,yaak
muv,muthuv
mux,bo-
muy,muy
muz,mursi
mva,manam
mvb,matto
mvd,mambor
mve,marwari (pakistan)
mvf,peripheral mongoli
mvg,yucuañe mixtec
mvh,mulgi
mvi,miyako
mvk,mekmek
mvl,mbara (australia)
mvm,muy
mvn,minaveh
mvo,marovo
mvp,duri
mvq,moer
mvr,mar
mvs,massep
mvt,mpotovoro
mvu,marf
mvv,tagal murut
mvw,machi
mvx,meoswar
mvy,indus kohistani
mvz,mesq
mwa,mwateb
mwb,juw
mwc,ar
mwe,mwera (chimwera)
mwf,murrinh-path
mwg,aiklep
mwh,mouk-ari
mwi,labo
mwi,nind
mwk,kita maninkak
mwl,mirandes
mwm,sar
mwn,nyamw
mwo,central maewo
mwp,kala lagaw y
mwq,mün chi
mwr,marwari
mws,mwimbi-muthambi
mwt,mok
mwu,mitt
mwv,mentawai
mww,hmong daw
mwz,moingi
mxa,northwest oaxaca mixtec
mxb,tezoatlán mixtec
mxc,manyik
mxd,mod
mxe,mele-fi
mxf,malgb
mxg,mb
mxh,mvub
mxi,mozarabic
mxj,geman d
mxj,miju-mishmi
mxk,monumbo
mxl,maxi gb
mxm,meramer
mxn,moi (indonesia)
mxo,mbow
mxp,tlahuitoltepec mix
mxq,juquila mix
mxr,murik (malaysia)
mxs,huitepec mixtec
mxt,jamiltepec mixtec
mxu,mada (cameroon)
mxv,metlatónoc mixtec
mxw,namo
mxx,maho
mxx,mawukak
mxy,southeastern nochixtlán mixtec
mxz,central mas
mya,burmes
myb,mbay
myc,mayek
myd,maramb
mye,my
myf,bambassi
myg,mant
myh,makah
myi,mina (india)
myj,mangayat
myk,mamara senoufo
myl,mom
mym,me'
myo,anfillo
myp,pirahã
myr,munich
mys,mesmes
myu,mundurukú
myv,erzy
myw,muyuw
myx,masaab
myy,mac
myz,classical mandaic
mza,santa maría zacatepec mixtec
mzb,tumzabt
mzc,madagascar sign
mzd,malimb
mze,moraw
mzg,monastic sign
mzh,wichí lhamtés güisnay
mzi,ixcatlán mazatec
mzj,many
mzk,nigeria mambi
mzl,mazatlán mix
mzm,mumuy
mzn,mazanderani
mzo,matipuhy
mzp,movim
mzq,mori atas
mzr,marúbo
mzs,macanes
mzt,minti
mzu,inap
mzv,manz
mzw,d
mzx,maway
mzy,mozambican sign
mzz,maiadom
naa,nam
nab,southern nambikuár
nac,narak
nae,naka'
naf,nabak
nag,naga pidgi
nak,nakanai
nal,nalik
nam,ngan'gityemerri
nan,min nan chines
nao,naab
nap,neapolit
naq,khoekho
naq,nama (namibia)
nar,igut
nas,naasioi
nat,ca̱hungwa̱rya̱
nat,hungworo
nau,naur
nav,navaho
nav,navajo
naw,nawuri
nax,nakwi
nay,narrinyeri
naz,coatepec nahuat
nba,nyemb
nbb,ndo
nbc,chang
nbd,ngbind
nbe,konyak
nbg,nagarch
nbh,ngamo
nbi,mao
nbj,ngarinm
nbk,nak
nbl,south ndeb
nbm,ngbaka ma'bo
nbn,kuri
nbo,nkukoli
nbp,nnam
nbq,nggem
nbr,numana-nunku-gbantu-numb
nbs,namibian sign
nbu,rongmei
nbv,ngamambo
nbw,southern ngbandi
nby,ninger
nca,iyo
ncb,central nicobares
ncc,ponam
ncd,nacheri
nce,y
ncf,notsi
ncg,nisga'
nch,central huasteca nahuat
nci,classical nahuat
ncj,northern puebla nahuat
nck,nakar
ncl,michoacán nahuat
ncm,nambo
nco,sib
ncq,northern kat
ncr,nc
ncs,nicaraguan sign
nct,chothe
ncu,chumbur
ncx,central puebla nahuat
ncz,natchez
nda,ndas
ndb,kenswei nsei
ndc,nd
ndd,nde-nsele-nt
nde,north ndeb
ndf,nadruvi
ndg,ndengereko
ndh,ndali
ndi,samba leko
ndj,ndamb
ndk,ndak
ndl,ndolo
ndm,ndam
ndn,ngundi
ndo,ndo
ndp,ndo
ndq,ndomb
ndr,ndoo
nds,low germ
nds,low saxo
ndt,nd
ndu,d
ndv,ndut
ndw,ndobo
ndx,nd
ndy,lutos
ndz,ndogo
nea,eastern ngad'
neb,toura (côte d'ivoire)
nec,nedeb
ned,nde-gbit
nee,nêlêmwa-nixumwak
nef,nefames
neg,negid
neh,nyenkh
nei,neo-hittit
nej,neko
nek,nek
nem,nemi
nen,nengo
neo,ná-meo
nep,nepali (macrolanguage)
neq,north central mix
ner,yahadi
nes,bhoti kinnauri
net,net
neu,neo
nev,nyah
new,nepal bhas
new,newari
nex,nem
ney,neyo
nez,nez perc
nfa,dhao
nfd,ahwai
nfl,äiwoo
nfl,ayiwo
nfr,nafaanr
nfu,mfumt
nga,ngbak
ngb,northern ngbandi
ngc,ngombe (democratic republic of congo)
ngd,ngando (central african republic)
nge,ngemb
ngg,ngbaka manz
ngh,nǀ
ngi,ngizim
ngj,ngi
ngk,dalabo
ngl,lomw
ngm,ngatik men's creo
ngn,ngwo
ngo,ngoni
ngq,ngorem
ngq,ngurimi
ngr,engdew
ngs,gvoko
ngt,kri
ngt,ngeq
ngu,guerrero nahuat
ngv,nagumi
ngw,ngwab
ngx,nggwahyi
ngy,tib
ngz,ngungw
nha,nhand
nhb,b
nhc,tabasco nahuat
nhd,ava guaraní
nhd,chiripá
nhe,eastern huasteca nahuat
nhf,nhuw
nhg,tetelcingo nahuat
nhh,nahari language|nahari
nhi,zacatlán-ahuacatlán-tepetzintla nahuat
nhk,isthmus-cosoleacaque nahuat
nhm,morelos nahuat
nhn,central nahuat
nho,tak
nhp,isthmus-pajapan nahuat
nhq,huaxcaleca nahuat
nhr,naro
nht,ometepec nahuat
nhu,noo
nhv,temascaltepec nahuat
nhw,western huasteca nahuat
nhx,isthmus-mecayapan nahuat
nhy,northern oaxaca nahuat
nhz,santa maría la alta nahuat
nia,nias
nib,nakam
nid,ngandi
nie,niellim
nif,nek
nig,ngalak
nih,nyiha (tanzania)
nii,nii
nij,ngaj
nik,southern nicobares
nil,ni
nim,nilamb
nin,ninzo
nio,nganas
niq,nandi
nir,nimbor
nis,nimi
nit,southeastern kolami
niu,ni
niv,gilyak
niw,nimo
nix,hem
niy,ngiti
niz,ningi
nja,nzanyi
njb,nocte
njd,ndonde hamb
njh,lotha
nji,gudanji
njj,nj
njl,nj
njm,angami
njn,liangmai
njo,ao
njr,njerep
njs,nis
njt,ndyuka-trio pidgi
nju,ngadjunmay
njx,kunyi
njy,njyem
njz,nyishi
nka,nkoy
nkb,khoibu
nkc,nkongho
nkd,koir
nke,duk
nkf,inpui
nkg,nekgini
nkh,khezha
nki,thangal
nkj,nakai
nkk,nokuk
nkm,namat
nkn,nk
nko,nkony
nkp,niuatoputap
nkq,nkami
nkr,nukuoro
nks,north asmat
nkt,nyika (tanzania)
nku,bouna kulango
nkv,nyika (malawi and zambia)
nkw,nkut
nkx,nkoroo
nkz,nkari
nla,ngomb
nlc,nalc
nld,dutch
nld,flemish
nle,east ny
nli,grangali
nlj,nyali
nlk,ninia yali
nll,nihali
nlm,mankiyali
nlq,lao
nlu,nchumb
nlv,orizaba nahuat
nlw,walangam
nlx,nahali
nly,nyam
nlz,nalögo
nma,maram
nmb,big nambas
nmb,v'ënen taut
nmc,ngam
nmd,ndum
nme,mzieme
nmf,tangkhul naga (india)
nmg,kwasio
nmh,monsang
nmi,nyam
nmj,ngombe (central african republic)
nmk,namakur
nml,ndemli
nmm,manangb
nmn,ǃxóõ
nmo,moyon
nmp,nimanbur
nmq,namby
nmr,nimbari
nms,letemboi
nmt,namonuito
nmu,northeast maid
nmv,ngamini
nmw,nimo
